M + R -> Pn; 2.2e+04
M + Pn -> Pn; 2.2e+04
2 R -> 2 D; 2.5e+09
Pn + R -> D + PnD; 1e+08
2 Pn -> 2 PnD; 1e+07
2 Pn -> PnDPn; 1e+08
CuI + RX -> CuII + R; 6
CuII + R -> CuI + RX; 1e+08
CuI + PnX -> CuII + Pn; 6
CuII + Pn -> CuI + PnX; 1e+08
D:,dy_0/dt = 100000000.0*y_2*y_5 + 5000000000.0*y_5**2
M:,dy_1/dt = -22000*y_1*y_2 - 22000*y_1*y_5
Pn:,dy_2/dt = 22000*y_1*y_5 - 220000000.0*y_2**2 - 100000000.0*y_2*y_5 - 100000000.0*y_2*y_7 + 6*y_6*y_8
PnD:,dy_3/dt = 20000000.0*y_2**2 + 100000000.0*y_2*y_5
PnDPn:,dy_4/dt = 100000000.0*y_2**2
R:,dy_5/dt = -22000*y_1*y_5 - 100000000.0*y_2*y_5 - 5000000000.0*y_5**2 - 100000000.0*y_5*y_7 + 6*y_6*y_9
CuI:,dy_6/dt = 100000000.0*y_2*y_7 + 100000000.0*y_5*y_7 - 6*y_6*y_8 - 6*y_6*y_9
CuII:,dy_7/dt = -100000000.0*y_2*y_7 - 100000000.0*y_5*y_7 + 6*y_6*y_8 + 6*y_6*y_9
PnX:,dy_8/dt = 100000000.0*y_2*y_7 - 6*y_6*y_8
RX:,dy_9/dt = 100000000.0*y_5*y_7 - 6*y_6*y_9
M1_Pn:,dy_10/dt = 22000*y_1*y_2 + 22000*y_1*y_5 - 220000000.0*y_10*y_2 - 100000000.0*y_10*y_5 - 100000000.0*y_10*y_7 + 6*y_14*y_6
M1_PnD:,dy_11/dt = 20000000.0*y_10*y_2 + 100000000.0*y_10*y_5
M1_PnDPn:,dy_12/dt = 200000000.0*y_10*y_2
M2_total:,dy_13/dt = 44000*y_1*y_10 + 22000*y_1*y_2 + 22000*y_1*y_5 + 200000000.0*y_10**2
M1_PnX:,dy_14/dt = 100000000.0*y_10*y_7 - 6*y_14*y_6
time (s),D,M,Pn,PnD,PnDPn,R,CuI,CuII,PnX,RX,M1_Pn,M1_PnD,M1_PnDPn,M2_total,M1_PnX,conversion,ln([M]0/[M]),Mn,Mw/Mn,Tmol% (%)
1526.4179671752318,7.257050964897741e-07,5.175071641543256,1.8121188055132206e-09,1.1413125458696329e-07,4.3284114407397273e-07,4.0102309090153637e-13,0.0027482926688409443,0.0025017073311590556,0.027489439813552688,8.852855288279866e-06,2.2241701473654685e-08,7.114727528052268e-07,6.2977434416814e-06,4.469431435624589,0.3249213269988424,0.05907788335577167,0.060894909406342096,1017.5734442285243,1.1637283273180865,0.006201885960817029
1632.6530612244896,7.257110972709858e-07,5.153196193026908,1.8121761888035856e-09,1.211145254431044e-07,4.67727754290416e-07,2.323428987164536e-13,0.0027482159064601704,0.0025017840935398295,0.027493093309995657,5.122596464538886e-06,2.367863125390054e-08,7.999532537434961e-07,7.181796847004526e-06,5.045551842458787,0.3467958015443547,0.06305523763147133,0.06513095006250702,1085.9344924789552,1.1533839313595629,0.0064810222956178986
1842.0699693267145,7.25716529027133e-07,5.110348337517264,1.8121095754782042e-09,1.3487406189793712e-07,5.364983940959843e-07,7.960047069682675e-14,0.0027480646004317045,0.0025019353995682954,0.027496313984535274,1.7506158964476337e-06,2.649265317425823e-08,9.904409442714454e-07,9.085932356172668e-06,6.274620699260838,0.38964155961677444,0.0708457568150429,0.07348052253453415,1219.9558961439363,1.136369376994271,0.007031226833152867
1959.1836734693877,7.257178033857877e-07,5.086543989959184,1.8120226867488323e-09,1.42566402067548e-07,5.749537339811059e-07,4.3846521753946817e-14,0.0027479799962600504,0.0025020200037399495,0.027497017038704268,9.629575557962112e-07,2.8055697794757815e-08,1.10622411798751e-06,1.0243573148276286e-05,7.014997405052306,0.41344463218784455,0.07517382000742114,0.07814947264920616,1294.449383918388,1.128407178015226,0.007338878812420172
2222.996482526193,7.257189596412137e-07,5.033333061458363,1.8117789215402488e-09,1.59889490971426e-07,6.615634016359079e-07,1.1430815491605112e-14,0.0027477894529557615,0.0025022105470442384,0.02749753711825963,2.523346961441005e-07,3.154885840434751e-08,1.39118495903718e-06,1.3092993915623977e-05,8.81867081974986,0.4666524228138985,0.08484853428029769,0.08866569110055254,1461.0091721682177,1.1135144651582443,0.00803176455957984
2285.714285714286,7.257190719416786e-07,5.0207662082749485,1.8117163115002e-09,1.6400693865387786e-07,6.82150078705452e-07,8.400971900479082e-15,0.0027477441621072784,0.0025022558378927215,0.02749756036992026,1.8379218703122322e-07,3.2373680578059494e-08,1.4638217740791161e-06,1.3819342290728718e-05,9.274635064432953,0.4792184761872983,0.0871334166772821,0.09116553905126541,1500.3500064989312,1.110476877474749,0.008196458792750765
2612.2448979591836,7.257193161691239e-07,4.955851212503144,1.811381450045785e-09,1.8543877481862227e-07,7.893080385610036e-07,1.6340993823085969e-15,0.0027475084144488013,0.0025024915855511986,0.027497472800046264,3.561440254334722e-08,3.663337726520903e-08,1.872077646473967e-06,1.7901855250642093e-05,11.812432395169886,0.5441289769305712,0.09893614318124655,0.1041791506124346,1703.5785729337856,1.0970140983683394,0.00905372424767183
2682.6957952797247,7.257193337534618e-07,4.94195746320891,1.8113082512550171e-09,1.9006173831988427e-07,8.124227681490046e-07,1.1501366291541445e-15,0.0027474575620822224,0.0025025424379177775,0.027497432517688956,2.504439327347174e-08,3.7544863838441746e-08,1.9667380664527065e-06,1.8848455852559188e-05,12.395322411001763,0.5580216840522959,0.10146227941656184,0.10698659191080752,1747.0768363368563,1.0945389614664573,0.009238642212259472
2938.7755102040815,7.25719363924476e-07,4.891787523950041,1.8110413280604436e-09,2.0686241288196393e-07,8.964259901073857e-07,3.228726731012995e-16,0.002747272755201324,0.002502727244798676,0.027497265748419448,7.006781875556744e-09,4.083557448987285e-08,2.3302979548552254e-06,2.248404826440419e-05,14.616732178360499,0.6081876208681537,0.11058408655453808,0.11719030872755669,1904.1496077288054,1.0865422170027756,0.00991066820734986
3237.457542817643,7.25719373053905e-07,4.833923447604025,1.810729434314266e-09,2.264518172272326e-07,9.943729661869069e-07,7.414559896664632e-17,0.002747057272147834,0.002502942727852166,0.027497055667803735,1.6043440965763717e-09,4.462968954956391e-08,2.792603704049278e-06,2.7107103629348182e-05,17.405627406473926,0.6660466080589382,0.12110482770835902,0.12908964632497255,2085.313479020733,1.0788147962889936,0.010694244082381642
3265.3061224489793,7.257193734032349e-07,4.828563818773532,1.810700348494447e-09,2.2827795388652534e-07,1.0035036477367222e-06,6.469218962773041e-17,0.002747037184676821,0.002502962815323179,0.027497035785327854,1.399348964734241e-09,4.498104809739576e-08,2.837790711812765e-06,2.7558973620365187e-05,17.676241683993275,0.6714057394810751,0.12207930567753972,0.13019901479965457,2102.0937735380126,1.078166448505374,0.010767289537320745
3591.8367346938776,7.257193753148263e-07,4.766168925904259,1.810359357676917e-09,2.496854224006252e-07,1.1105409807492718e-06,1.3141053532451825e-17,0.0027468017028814146,0.0025031982971185853,0.02749680141960776,2.832736563405566e-10,4.9070563314684935e-08,3.3938717022494735e-06,3.311978303350052e-05,20.980022248578727,0.7337945113704292,0.13342383165377117,0.14320527023190677,2297.4449646115204,1.0713156212535162,0.011623588215323617
3906.939937054613,7.257193756998002e-07,4.706733115993733,1.810030445943963e-09,2.7033606117689243e-07,1.2137941727057391e-06,2.855974940994291e-18,0.002746574546187261,0.002503425453812739,0.02749657448485772,6.132953934412873e-11,5.296461224726547e-08,3.975926402893856e-06,3.8940329932468265e-05,24.38984930017725,0.7932239147853071,0.14423034254659406,0.15575403081211872,2483.53320155294,1.0657921814036506,0.012449613753775169
3918.3673469387754,7.257193757055707e-07,4.704591824946048,1.8100185209533184e-09,2.7108482818945354e-07,1.2175380077396917e-06,2.702584930623338e-18,0.0027465663097621,0.0025034336902379,0.02749656625173323,5.8028865453947805e-11,5.310487490499227e-08,3.99786570314833e-06,3.9159722933322705e-05,24.517479103194173,0.795364964360428,0.1446196681916276,0.1562090764296214,2490.23742207845,1.0656085983911343,0.012479564434088755
4244.897959183673,7.257193757866075e-07,4.643821644144767,1.8096778709564246e-09,2.92476178110222e-07,1.3244947569383507e-06,5.56276886685243e-19,0.0027463310052543576,0.0025036689947456423,0.027496330993354797,1.1899553041026306e-11,5.7084727308871934e-08,4.649106655382882e-06,4.567213243125829e-05,28.278351587468695,0.8561279775314075,0.15566879197367875,0.16921043479387785,2680.5051017060446,1.0607814456368927,0.013335218428267386
4571.428571428572,7.257193758035978e-07,4.583847658337565,1.809337414087473e-09,3.1385947843376863e-07,1.4314112584711324e-06,1.1009250006936097e-19,0.0027460957892914105,0.0025039042107085894,0.027496095786944615,2.346786132641827e-12,6.101085479205916e-08,5.346937599306516e-06,5.265044186501696e-05,32.25270352517291,0.9160942832721052,0.16657315302953357,0.18220934672518008,2868.2815403064938,1.0566456230583365,0.014190550440653205
4714.8663634573895,7.257193758058282e-07,4.557751361366965,1.8091879201963543e-09,3.232501538525929e-07,1.4783646355541023e-06,5.1932515853249756e-20,0.00274599249201132,0.0025040075079886797,0.02749599249090778,1.1035336141921606e-12,6.271872004809588e-08,5.668040785906117e-06,5.5861473730261466e-05,34.0635512780746,0.9421870463997885,0.1713179342969154,0.1879187128442641,2949.9886300344187,1.0550104713891686,0.014566177457333187
4897.959183673469,7.25719375807055e-07,4.524659286953159,1.8089971514991375e-09,3.352347353067261e-07,1.5382875428186343e-06,2.0172259499520397e-20,0.002745860661806103,0.0025041393381938968,0.0274958606613787,4.273975734686818e-13,6.488398158459007e-08,6.090710563091263e-06,6.008817150167615e-05,36.43091393216637,0.9752744692807835,0.1773346750994257,0.1952058136223587,3053.599831223719,1.0530628650949718,0.015045560715458362
5224.489795918367,7.257193758077503e-07,4.466246092011737,1.808657083284519e-09,3.5660195484476914e-07,1.6451236405053728e-06,2.340420467592478e-21,0.0027456256227312505,0.0025043743772687494,0.027495625622681843,4.9401008437008726e-14,6.870482202177958e-08,6.87978643983764e-06,6.79789302688766e-05,40.80366785354242,1.0336789805667213,0.18795525599786603,0.20819983688769456,3236.492623811055,1.0499294692208074,0.015900249496957328
5551.0204081632655,7.257193758079591e-07,4.408597776198142,1.808317209312506e-09,3.7796114315137145e-07,1.7519195820373404e-06,-3.0911697432719127e-21,0.002745390671999749,0.0025046093280002507,0.027495390672066022,-6.627603271179596e-14,7.247408067986249e-08,7.713534866827328e-06,7.631641453870106e-05,45.36194765931823,1.0913181213783603,0.19843676796397425,0.22119141792204638,3416.9921279887467,1.0471661337849512,0.016754617029214585
5689.866029018293,7.257193758079397e-07,4.384314137759578,1.8081727487107896e-09,3.870409522363677e-07,1.7973186274624188e-06,-2.7005266641473337e-21,0.002745290794244277,0.0025047092057557227,0.027495290794300947,-5.6678696719076237e-14,7.406136563490723e-08,8.081440647820307e-06,7.999547234864111e-05,47.3542636606059,1.1155977112660482,0.20285197495280405,0.2267148896489918,3493.025778795139,1.0460876505633574,0.017117809392615074
5877.551020408163,7.25719375807895e-07,4.351704181009532,1.807977529397812e-09,3.993123063216773e-07,1.8586753978891899e-06,-1.3890534850490086e-21,0.0027451558095445625,0.0025048441904554374,0.027495155809575487,-3.093652173453238e-14,7.619245250651903e-08,8.591334108961744e-06,8.509440696006793e-05,50.097024797512674,1.1482020570569345,0.208781057998267,0.23418055810867924,3595.130119718924,1.0447111866755834,0.017608663556028914
6204.081632653061,7.257193758078078e-07,4.295555284423214,1.8076380433561757e-09,4.2065545044377345e-07,1.9653911185001073e-06,1.4005188997355692e-21,0.0027449210352987153,0.0025050789647012846,0.027494921035274133,2.455872595552954e-14,7.986062298389114e-08,9.512570911884084e-06,9.430677498930013e-05,55.00044956498072,1.2043408163702494,0.21898994828668836,0.24716725891373417,3770.9379481739593,1.042515907821027,0.018462389320915623
6530.612244897959,7.257193758077752e-07,4.24014119942566,1.8072987509998525e-09,4.419905815985726e-07,2.0720667742742655e-06,2.976624593820239e-21,0.0027446863491953095,0.0025053136508046904,0.027494686349138087,5.718663224288192e-14,8.347926823056606e-08,1.0476640409304613e-05,0.00010394746996347253,60.0640447307855,1.259744292984687,0.22906523646806176,0.2601515217977149,3944.4465403480312,1.0405413272022777,0.01931579456710865
6857.142857142857,7.257193758078351e-07,4.185452172027554,1.8069596521404827e-09,4.633177058599048e-07,2.1787023955806274e-06,1.9322194497855116e-21,0.0027444517511675337,0.002505548248832466,0.027494451751127837,3.9649336998521226e-14,8.704905514566415e-08,1.1482945998018892e-05,0.00011401052585054735,65.27989712936096,1.3144222474515308,0.23900869599499022,0.27313334824880264,4115.686407255152,1.0387558933854972,0.02016887953755998
6866.488450042998,7.25719375807837e-07,4.183897500798714,1.8069499496796638e-09,4.6392798908575336e-07,2.1817538117098605e-06,1.903083928007942e-21,0.002744445038061752,0.002505554961938248,0.027494445038022678,3.902651329421556e-14,8.715051295608513e-08,1.1512363187099863e-05,0.00011430469774135502,65.43134382884564,1.315976594989833,0.239291363491143,0.2735048636729388,4120.554347552106,1.0387073083594025,0.020193290866593862
7183.673469387755,7.257193758079036e-07,4.131478581027776,1.806620746586264e-09,4.846368292944701e-07,2.2852980127531113e-06,5.709035770803366e-22,0.002744217241148659,0.002505782758851341,0.027494217241136765,1.1839170700441081e-14,9.0570641423637e-08,1.253089932303772e-05,0.00012449005910068091,70.64035664631558,1.3683843074431479,0.24882207617676808,0.28611273940166276,4284.687644668085,1.037133887808942,0.02102164447494035
7510.204081632653,7.257193758079691e-07,4.078210932229947,1.8062820341476497e-09,5.059479579619898e-07,2.3918536560903826e-06,-8.01877752471581e-22,0.0027439828190720245,0.0025060171809279754,0.02749398281908901,-1.7041912711274443e-14,9.404467596161103e-08,1.3619919913475398e-05,0.00013538026500501267,76.13801197312516,1.421639973540448,0.25850710323091874,0.2990896969927434,4451.479951203496,1.035653908097074,0.021874089621638997
7836.734693877551,7.257193758079765e-07,4.025639862676697,1.8059435146342721e-09,5.272510979151123e-07,2.4983693558559577e-06,-7.909822387959438e-22,0.002743748484871055,0.002506251515128945,0.027493748484888413,-1.7413898102189304e-14,9.747179855954071e-08,1.474943544917232e-05,0.00014667542036196784,81.76570858562167,1.474198614995683,0.26806547951332776,0.31206422190903343,4616.0926150642745,1.0342983183988674,0.022726215219763653
8163.265306122449,7.257193758079777e-07,3.9737561324957937,1.8056051878582617e-09,5.485462551995524e-07,2.604845142278152e-06,-2.3814621810894094e-22,0.002743514238479251,0.002506485761520749,0.02749351423848713,-7.933764404231765e-15,1.0085264049218946e-07,1.591888124737563e-05,0.00015836987834396999,87.51651477125972,1.5260694778919646,0.27749888500076475,0.325036315745204,4778.554539548968,1.033052142755404,0.023578021511141217
8286.427728546843,7.25719375807975e-07,3.954363012740036,1.8054776261210023e-09,5.565763952989467e-07,2.6449958427751373e-06,1.2170976824694327e-22,0.0027434259070657197,0.00250657409293428,0.027493425907066885,-1.2172300673720253e-15,1.0211595115147103e-07,1.6370234673290563e-05,0.00016288341260310438,89.71622188588385,1.5454576314967259,0.2810249067745389,0.329928562715812,4839.280002471126,1.0326078707362145,0.023899227115117078
8489.795918367347,7.257193758079717e-07,3.9225506268252697,1.805267053631475e-09,5.698334358539853e-07,2.7112810455503456e-06,5.500252354979863e-22,0.0027432800798301874,0.0025067199201698124,0.027493280079822477,7.663201839249512e-15,1.0418782437646235e-07,1.7127700384047163e-05,0.00017045806971065016,93.38373028945406,1.5772616832168007,0.28680897694086005,0.3380059799215816,4938.8942370263385,1.0319027504064444,0.02442950873731872
8816.326530612245,7.257193758079823e-07,3.872014354523519,1.8049291117667013e-09,5.911126459101001e-07,2.8176770958308675e-06,5.960503087025462e-22,0.002743046008857516,0.0025069539911424838,0.027493046008845917,1.1552662598566454e-14,1.0747796426115337e-07,1.8375343612642235e-05,0.00018293450199656768,99.36088086084608,1.6277842281528965,0.2959973900866329,0.350973215567661,5097.13983296105,1.0308394286175036,0.025280677139562974
9142.857142857143,7.257193758079781e-07,3.822138442484638,1.8045913620752763e-09,6.123838913925901e-07,2.924033323243338e-06,6.334077095738478e-22,0.0027428120254949667,0.0025071879745050332,0.027492812025480675,1.424290942392514e-14,1.107236660316546e-07,1.9661269006593484e-05,0.00019579375593608043,105.44169619333934,1.6776459917667417,0.3050657377300658,0.3639380245529105,5253.319083711901,1.0298528785456118,0.026131526958862703
9469.387755102041,7.2571937580795e-07,3.772914141735441,1.8042538043696343e-09,6.336471783191579e-07,3.0303497578763183e-06,5.596258574848186e-22,0.0027425781296763424,0.0025074218703236575,0.027492578129664758,1.1529667482857159e-14,1.1392552697370635e-07,2.0984942342771185e-05,0.0002090304892979228,111.62013364817437,1.7268557289073803,0.3140156105935562,0.3769004074824559,5407.459357426999,1.0289352691864406,0.026982058435926343
9795.918367346938,7.257193758079393e-07,3.7243328176531194,1.8039164384625576e-09,6.549025127005991e-07,3.1366264297835777e-06,1.8679763712548083e-22,0.002742344321335524,0.002507655678664476,0.027492344321331293,4.16495891268373e-15,1.1708413643046509e-07,2.2345836486308104e-05,0.00022263943073333575,117.89034110659448,1.7754220799955134,0.32284857860852373,0.38986036580376576,5559.587664667772,1.0280796938777086,0.027832271811184344
10000.0,7.257193758079412e-07,3.69429221173723,1.8037056820850282e-09,6.681830609551799e-07,3.2030291710564722e-06,-5.0578820105639524e-23,0.0027421982355154855,0.0025078017644845144,0.027492198235514468,9.462674099108595e-16,1.1903656233320848e-07,2.3215065188853214e-05,0.00023133171775879284,121.8533010861844,1.8054531224432488,0.3283105069568673,0.3979591091673274,5653.658010626949,1.0275737492396377,0.028363493741367513
10122.448979591836,7.257193758079474e-07,3.676385951222016,1.803579264166578e-09,6.761499005407366e-07,3.2428633689842243e-06,-1.6614432227632603e-22,0.0027421106004064644,0.0025078893995935355,0.02749211060040558,8.105738926781806e-16,1.2020007575217035e-07,2.3743431469404895e-05,0.00023661538056429733,124.24666028210174,1.8233535697658636,0.3315661906869062,0.4028179010848905,5709.730654467424,1.0272801128346023,0.028682167324789575
10448.979591836734,7.257193758079625e-07,3.62906514033431,1.8032422812945444e-09,6.973893478364326e-07,3.3490606054626303e-06,-2.4742980976771853e-22,0.0027418769668231995,0.0025081230331768004,0.027491876966825788,-2.6700002297649143e-15,1.2327391829330005e-07,2.517721457389265e-05,0.0002509532116091551,130.68363524814308,1.8706586059655776,0.3401699744846709,0.4157730142280253,5857.914610246895,1.0265313353148042,0.029531745216616927
10775.510204081633,7.257193758079798e-07,3.5823620909393896,1.8029054896596184e-09,7.186208605776552e-07,3.4552181691686567e-06,1.3893548094980375e-22,0.002741643420519836,0.0025083565794801637,0.02749164342052566,-5.906720146551078e-15,1.2630622991536998e-07,2.6646679773770577e-05,0.0002656478636079091,137.19597478073584,1.9173454882109882,0.34866143801102006,0.42872570746103983,6004.165477522325,1.0258286352811306,0.03038100572626527
11102.040816326531,7.257193758079993e-07,3.5362686243362407,1.8025688890759697e-09,7.398444447474343e-07,3.5613360900174543e-06,4.825737413408416e-22,0.0027414099614305634,0.0025085900385694365,0.02749140996143419,-3.7106087788040916e-15,1.2929756830911792e-07,2.815132819484271e-05,0.00028069434781858443,143.77858473516505,1.9634224006901666,0.3570420683025017,0.4416759819276,6148.50884106561,1.0251679757058025,0.031229949093055785
11428.571428571428,7.257193758080132e-07,3.4907766698030964,1.8022324793583626e-09,7.610601063218995e-07,3.667414397889711e-06,-5.970058015133528e-23,0.0027411765894896477,0.002508823410510352,0.027491176589484273,5.288611991897543e-15,1.3224848368584357e-07,2.9690667650712807e-05,0.00029608774237723016,150.42653763958808,2.00889741953838,0.3653133327630734,0.45462383929191524,6290.969947972101,1.0245457223174426,0.03207857555603394
11755.102040816326,7.257193758080102e-07,3.4458782657077114,1.8018962603200734e-09,7.822678512702797e-07,3.773453122631627e-06,-6.672189192809543e-22,0.002740943304631428,0.0025090566953685717,0.02749094330462062,1.0724984305381514e-14,1.351595191427495e-07,3.126421271306723e-05,0.00031182319300076394,157.13507886128812,2.0537785117270433,0.3734766789622343,0.46756928101676976,6431.573704175417,1.0239586684952404,0.03292688535396925
12081.632653061224,7.257193758079777e-07,3.4015655581759887,1.8015602317738656e-09,8.034676855549119e-07,3.879452294054951e-06,2.1194345486611664e-22,0.0027407101067903196,0.0025092898932096803,0.02749071010679547,-5.235069226899465e-15,1.3803121054063675e-07,3.2871484628010774e-05,0.0003278959121503133,163.89962179508967,2.0980735363960092,0.38153353487709296,0.4805123083076399,6570.34467860983,1.0234039770256051,0.03377487872535561
12408.163265306122,7.257193758079284e-07,3.357830798291617,1.8012243935356353e-09,8.246596151312777e-07,3.985411941937025e-06,1.4297207141236132e-21,0.0027404769959008114,0.0025095230040991885,0.027490476995926667,-2.5944023321322247e-14,1.4086408551507952e-07,3.4512011139911236e-05,0.00034430117726948006,170.71573757815895,2.141790247655874,0.38948530940152415,0.49345292249652584,6707.307111981606,1.0228790962133683,0.03462255590841184
12734.69387755102,7.257193758079078e-07,3.314666341252691,1.800888745423894e-09,8.458436459480141e-07,4.09133209602081e-06,-3.5542129453407403e-22,0.0027402439718974664,0.0025097560281025335,0.02749024397189438,3.0053139618216715e-15,1.4365866356477452e-07,3.618532643858513e-05,0.00036103433025617314,177.57915292621374,2.1849362954319367,0.3973333924995108,0.5063911248720967,6842.484919404687,1.022381739537341,0.03546991714108197
13061.224489795917,7.257193758079182e-07,3.272064644967711,1.8005532872519765e-09,8.670197839468791e-07,4.197212786015083e-06,-3.430706700439678e-21,0.0027400110347149263,0.0025099889652850736,0.027490011034655034,5.981809406691484e-14,1.4641545922189595e-07,3.789097107159257e-05,0.000378090776586055,184.48574554194025,2.2275192268691577,0.4050791554604162,0.5193269166736203,6975.901694762125,1.0219098523676746,0.036316962661036234
13387.755102040815,7.257193758079403e-07,3.2300182679626053,1.8002180188302017e-09,8.881880350627801e-07,4.303054041594477e-06,-3.0624746903792182e-21,0.002739778184287913,0.002510221815712087,0.0274897781842133,7.454760323066407e-14,1.4913498148052928e-07,3.962849181275355e-05,0.00039546598399757576,191.43153714850231,2.269546488426589,0.4127239512795263,0.5322602993038766,7107.580717258279,1.0214615695825953,0.03716369270567155
13714.285714285714,7.257193758080193e-07,3.1885198688729037,1.7998829399744009e-09,9.093484052238275e-07,4.408855892399319e-06,6.05200427907905e-22,0.0027395454205512157,0.002510454579448784,0.02748954542049185,5.930750438161687e-14,1.5181773026734815e-07,4.139744162958684e-05,0.0004131554821657952,198.41269085971962,2.3110254263855574,0.42026911475038115,0.5451912740677142,7237.544953035631,1.0210352032396621,0.038010107512110855
14040.816326530612,7.257193758081224e-07,3.1475622048757517,1.7995480505037491e-09,9.305009003512665e-07,4.514618368035999e-06,4.5394624725250756e-21,0.0027393127434397007,0.002510687256560299,0.02748931274340808,3.156988925437938e-14,1.5446419762867293e-07,4.319737958610296e-05,0.0004311548617308319,205.4255092043105,2.3519632884187205,0.42771596274986334,0.5581198422326163,7365.817060059407,1.0206292330053672,0.038856207317205044
14367.34693877551,7.257193758082115e-07,3.1071381298401772,1.7992133502379834e-09,9.516455263595307e-07,4.620341498076875e-06,5.409453669348969e-21,0.0027390801528883106,0.0025109198471116893,0.027489080152880204,8.062023941055855e-15,1.5707486887914555e-07,4.5027870726014823e-05,0.00044945977312984165,212.46642563501783,2.3923672254410855,0.4350657945745132,0.5710460051909504,7492.419393901545,1.0202422650428453,0.039701992357532696
14693.877551020409,7.257193758082537e-07,3.0672405927212867,1.7988788389963864e-09,9.727822891562592e-07,4.726025312060307e-06,5.309257949659158e-22,0.002738847648832061,0.002511152351167939,0.027488847648835486,-3.469816132296539e-15,1.5965022311577632e-07,4.688848597182707e-05,0.0004680659255879136,219.53199871460845,2.4322442932169177,0.44231989223249335,0.58396976456146,7617.374012760293,1.0198730098500808,0.04054746286940046
15020.408163265305,7.257193758082482e-07,3.0278626387246073,1.7985445165886291e-09,9.939111946423155e-07,4.831669839490617e-06,-3.477498211001878e-21,0.0027386152312060415,0.0025113847687939584,0.02748861523123189,-2.588761854456832e-14,1.6219073584982688e-07,4.877880219955648e-05,0.00048696908786528646,226.61892225000153,2.471601451194579,0.4494795202318896,0.596891121389476,7740.702673802066,1.0195203369007173,0.041392619088842904
15346.938775510203,7.257193758081444e-07,2.9889974046482677,1.798210382831351e-09,1.015032248711761e-06,4.937275109838364e-06,-6.311716636849667e-21,0.002738382899945418,0.002511617100054582,0.027488382899998467,-5.3091048206666163e-14,1.6469687408278921e-07,5.069840194454259e-05,0.000506165085315439,233.72400292791966,2.5104455671675847,0.4565459264275877,0.6098100772380158,7862.426847756226,1.019183171726042,0.04223746125162412
15673.469387755102,7.257193758079032e-07,2.950638119270563,1.7978764375394086e-09,1.0361454572518957e-06,5.042841152540242e-06,-5.739468223238848e-21,0.0027381506549854274,0.0025118493450145725,0.027488150655068093,-8.270686233575193e-14,1.6716909905168655e-07,5.264687342680476e-05,0.0005256498001386361,240.84416559764577,2.5487834168867587,0.46352034195080677,0.6227266336615415,7982.567717686851,1.0188605310388508,0.0430819895932374
16000.0,7.257193758076841e-07,2.9127781035432294,1.7975426805340792e-09,1.0572508261433768e-06,5.1483679969987425e-06,-5.266339425126491e-21,0.002737918496261387,0.002512081503738613,0.02748791849634669,-8.535156874312466e-14,1.6960786330735207e-07,5.46238105637408e-05,0.0005454191715084462,247.976457538967,2.58662168386682,0.47040398117395826,0.6356407917100226,8101.146178390689,1.0185515465972426,0.0439262043489038
