M + R -> Pn; 833
M + Pn -> Pn; 833
2 R -> 2 D; 2e+08
Pn + R -> D + PnD; 2e+08
2 Pn -> 2 PnD; 1e+08
2 Pn -> PnDPn; 1e+08
TI -> 2 R; 9.1e-06
The initiation efficiency of the thermal initiator is 0.8.
D:,dy_0/dt = 200000000.0*y_2*y_5 + 400000000.0*y_5**2
M:,dy_1/dt = -833*y_1*y_2 - 833*y_1*y_5
Pn:,dy_2/dt = 833*y_1*y_5 - 400000000.0*y_2**2 - 200000000.0*y_2*y_5
PnD:,dy_3/dt = 200000000.0*y_2**2 + 200000000.0*y_2*y_5
PnDPn:,dy_4/dt = 100000000.0*y_2**2
R:,dy_5/dt = -833*y_1*y_5 - 200000000.0*y_2*y_5 - 400000000.0*y_5**2 + 1.456e-5*y_6
TI:,dy_6/dt = -9.1e-6*y_6
M1_Pn:,dy_7/dt = 833*y_1*y_2 + 833*y_1*y_5 - 400000000.0*y_2*y_7 - 200000000.0*y_5*y_7
M1_PnD:,dy_8/dt = 200000000.0*y_2*y_7 + 200000000.0*y_5*y_7
M1_PnDPn:,dy_9/dt = 200000000.0*y_2*y_7
M2_total:,dy_10/dt = 833*y_1*y_2 + 833*y_1*y_5 + 1666*y_1*y_7 + 200000000.0*y_7**2
Tmol% does not apply to conventional radical polymerization.
time (s),D,M,Pn,PnD,PnDPn,R,TI,M1_Pn,M1_PnD,M1_PnDPn,M2_total,conversion,ln([M]0/[M]),Mn,Mw/Mn,Tmol% (%)
0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1.0,4.121223506312759e-09,4.999755246771955,6.015710075717373e-08,6.977195544667248e-07,3.4682346068816724e-07,3.485751135462717e-10,0.09999909000414045,1.044208981652876e-05,0.00011749586388919472,0.0001168152743459889,0.1014370938649691,4.895064560894724e-05,4.895184373084411e-05,22182.212927177396,1.8706146923257194,100.0
1.2067926406393286,4.9985354368295995e-09,4.999703136603145,6.01570424959857e-08,8.482580876033523e-07,4.2165909658583195e-07,3.485780809512768e-10,0.09999890182472698,1.044198212992826e-05,0.000143626271545134,0.00014279514318682633,0.12398507399514368,5.937267937099478e-05,5.937444199835963e-05,22346.093696735625,1.8712507116426114,100.0
1.4563484775012439,6.057277958387081e-09,4.999640251221538,6.01569721850792e-08,1.0299265041856343e-06,5.119699982186564e-07,3.4858166202302224e-10,0.0999986747316672,1.0441851927074584e-05,0.00017515986182846223,0.0001741470647127374,0.15119518639226162,7.194975569237982e-05,7.195234420029296e-05,22482.425381485657,1.8716141375185817,100.0
1.7575106248547918,7.334973662030021e-09,4.999564362751381,6.015688733036475e-08,1.249162062817705e-06,6.209562485664148e-07,3.485859836764923e-10,0.09999840067812064,1.0441693245100643e-05,0.00021321379423478752,0.00021198176114464018,0.1840312415416854,8.712744972374508e-05,8.713124554042111e-05,22595.742493481743,1.8718057356785782,100.0
2.120950887920191,8.876906396432883e-09,4.999472782772408,6.015678493043608e-08,1.5137331212235978e-06,7.524796440186155e-07,3.4859119907779883e-10,0.0999980699533176,1.044150214354488e-05,0.00025913616505207035,0.00025763956040284115,0.22365622719129014,0.00010544344551846052,0.00010544900506944585,22689.855454230797,1.8718908149922435,100.0
2.5595479226995357,1.0737727088664116e-08,4.9993622671573545,6.015666135574135e-08,1.8330143618975015e-06,9.112005134979329e-07,3.4859749307560646e-10,0.0999976708385157,1.0441271981440137e-05,0.0003145537285815516,0.00031273784208869256,0.27147344011136376,0.00012754656852909108,0.00012755470328432148,22767.95758654436,1.871911577072375,100.0
3.088843596477481,1.2983392026640502e-08,4.999228901264357,6.015651222722756e-08,2.218318916041298e-06,1.1027428224057158e-06,3.486050887567824e-10,0.09999718919183109,1.044099412871411e-05,0.00038142946664805697,0.0003792282748731468,0.3291760936999891,0.0001542197471286144,0.00015423164021651357,22832.71876850588,1.8718951094358258,100.0
3.72759372031494,1.5693502521541676e-08,4.999067961438866,6.015633226002174e-08,2.683299144369817e-06,1.3338934066174867e-06,3.4861425535962383e-10,0.09999660794724581,1.0440658862459282e-05,0.00046213203758021983,0.00045946586469863484,0.3988071429025406,0.00018640771222688812,0.00018642508830386643,22886.366463313465,1.8718586069385457,100.0
4.498432668969445,1.8964129226608688e-08,4.998873747946033,6.01561150768027e-08,3.2444302618381812e-06,1.6128423888980149e-06,3.4862531782619474e-10,0.09999590651005669,1.0440254353080163e-05,0.0005595195523399859,0.0005562922472811344,0.4828314262974203,0.00022525041079344277,0.00022527578347736842,22930.75528152664,1.871812809020249,100.0
