M + R -> Pn; 9700
M + Pn -> Pn; 833
2 R -> 2 D; 2.5e+09
Pn + R -> D + PnD; 9e+07
2 Pn -> 2 PnD; 4.5e+07
2 Pn -> PnDPn; 4.5e+07
CuI + RX -> CuII + R; 14
CuII + R -> CuI + RX; 4.7e+07
CuI + PnX -> CuII + Pn; 140
CuII + Pn -> CuI + PnX; 4.7e+07
TI -> 2 R; 9.1e-06
The initiation efficiency of the thermal initiator is 0.8.
D:,dy_0/dt = 90000000.0*y_2*y_5 + 5000000000.0*y_5**2
M:,dy_1/dt = -833*y_1*y_2 - 9700*y_1*y_5
Pn:,dy_2/dt = 9700*y_1*y_5 - 180000000.0*y_2**2 - 90000000.0*y_2*y_5 - 47000000.0*y_2*y_7 + 140*y_6*y_8
PnD:,dy_3/dt = 90000000.0*y_2**2 + 90000000.0*y_2*y_5
PnDPn:,dy_4/dt = 45000000.0*y_2**2
R:,dy_5/dt = -9700*y_1*y_5 + 1.456e-5*y_10 - 90000000.0*y_2*y_5 - 5000000000.0*y_5**2 - 47000000.0*y_5*y_7 + 14*y_6*y_9
CuI:,dy_6/dt = 47000000.0*y_2*y_7 + 47000000.0*y_5*y_7 - 140*y_6*y_8 - 14*y_6*y_9
CuII:,dy_7/dt = -47000000.0*y_2*y_7 - 47000000.0*y_5*y_7 + 140*y_6*y_8 + 14*y_6*y_9
PnX:,dy_8/dt = 47000000.0*y_2*y_7 - 140*y_6*y_8
RX:,dy_9/dt = 47000000.0*y_5*y_7 - 14*y_6*y_9
TI:,dy_10/dt = -9.1e-6*y_10
M1_Pn:,dy_11/dt = 833*y_1*y_2 + 9700*y_1*y_5 - 180000000.0*y_11*y_2 - 90000000.0*y_11*y_5 - 47000000.0*y_11*y_7 + 140*y_15*y_6
M1_PnD:,dy_12/dt = 90000000.0*y_11*y_2 + 90000000.0*y_11*y_5
M1_PnDPn:,dy_13/dt = 90000000.0*y_11*y_2
M2_total:,dy_14/dt = 1666*y_1*y_11 + 833*y_1*y_2 + 9700*y_1*y_5 + 90000000.0*y_11**2
M1_PnX:,dy_15/dt = 47000000.0*y_11*y_7 - 140*y_15*y_6
time (s),D,M,Pn,PnD,PnDPn,R,CuI,CuII,PnX,RX,TI,M1_Pn,M1_PnD,M1_PnDPn,M2_total,M1_PnX,conversion,ln([M]0/[M]),Mn,Mw/Mn,Tmol% (%)
51.7947467923121,1.0549166624021406e-11,5.499981933770595,2.2115893544568935e-11,1.1718872742699937e-12,3.956566619604829e-13,1.0592180962870138e-11,2.0733277789853774e-06,0.0005479266722210143,1.5331666249231538e-05,0.027486741661529753,0.00274870414187536,2.608121994418983e-11,1.3811360771855625e-12,9.326083336374475e-13,2.4510761970472088e-05,1.8066201011123226e-05,3.2847689827132274e-06,3.284774377528337e-06,117.97726773528495,1.151361753552623,4.5499517171681335e-08
62.505519252739695,1.8092148824739084e-11,5.499974090665115,2.6583343841198288e-11,2.0186535314971512e-12,6.821374225753805e-13,1.2677754247270384e-11,2.501948615477285e-06,0.0005474980513845224,2.1980110830395144e-05,0.027480521837785085,0.002748436244155219,3.136980597462293e-11,2.380060520409054e-12,1.6085272768949975e-12,3.517248643039781e-05,2.5909299527007535e-05,4.710788160848396e-06,4.710799256638432e-06,118.01756472598599,1.1516512902394456,7.809118982322544e-08
75.43120063354615,3.1153959972155726e-11,5.4999627451599835,3.204929856658706e-11,3.497368312202883e-12,1.1832514991478086e-12,1.519363203985342e-11,3.019144658543283e-06,0.0005469808553414564,3.158996766738639e-05,0.02747142917699116,0.002748112981925436,3.7853973185696655e-11,4.1258432142789686e-12,2.791766261151339e-12,5.061614933765283e-05,3.725479524529921e-05,6.773607275724978e-06,6.773630216625104e-06,118.07388614257216,1.1520554523441116,1.346102955732881e-07
91.02981779915217,5.3826342861120064e-11,5.499946308958439,3.877300910029949e-11,6.094937823913162e-12,2.0655930523494333e-12,1.8227705086521048e-11,3.643203630252521e-06,0.0005463567963697472,4.5496412885856445e-05,0.0274581467907444,0.0027477229220728558,4.585342401828739e-11,7.195931139346897e-12,4.8774616012331835e-12,7.303201119694187e-05,5.369098363482578e-05,9.762007556575595e-06,9.762055205288932e-06,118.15308493106471,1.1526228029793997,2.3291806105357126e-07
109.85411419875584,9.325603403562138e-11,5.499922465278264,4.710566183189972e-11,1.0689277493420632e-11,3.6313349606754198e-12,2.188505024465818e-11,4.396180707257229e-06,0.0005456038192927425,6.563873493515143e-05,0.027438757445772108,0.0027472522744337825,5.5807048608561935e-11,1.2634458650939444e-11,8.584350454066441e-12,0.0001056380683918262,7.753464471104262e-05,1.4097222133877743e-05,1.4097321500738215e-05,118.26506228872759,1.1534229672686995,4.0439265981961036e-07
132.57113655901082,1.6192996150984637e-10,5.499887829831093,5.753771811665063e-11,1.8884042841639003e-11,6.4369630388997974e-12,2.629066337192535e-11,5.3046702106623725e-06,0.0005446953297893373,9.483256681757393e-05,0.027410472103393087,0.002746684407670643,6.833741147626943e-11,2.2356252305447804e-11,1.524125635219692e-11,0.0001531834259950169,0.00011217006297230533,2.039457616492319e-05,2.039478413701446e-05,118.42416456052582,1.154555769615994,7.043197470155817e-07
159.98587196060572,2.816648502538009e-10,5.499837449669176,7.077722880280712e-11,3.365444159387915e-11,1.1525913911942399e-11,3.1592104714559905e-11,6.400732799327632e-06,0.000543599267200672,0.0001371627261705999,0.027369238006628726,0.002745999266537639,8.435912139645077e-11,3.9932405399459125e-11,2.7352621105679776e-11,0.00022271964485999344,0.00016255017918044535,2.9554605604366977e-05,2.955504235042542e-05,118.65122411863929,1.1561635821674963,1.2304404351693267e-06
193.06977288832496,4.905468038698307e-10,5.499764057876864,8.788131825333495e-11,6.065264674709441e-11,2.0909045274498158e-11,3.796153897868969e-11,7.723007816601501e-06,0.0005422769921833982,0.0001985475162721521,0.02730917549154445,0.002745172670826877,1.0526436334292976e-10,7.219625344055308e-11,4.9779197663054935e-11,0.0003248053372356044,0.00023594189589684175,4.289856784289725e-05,4.289948801278452e-05,118.97658380293997,1.158449269489935,2.1564274224215323e-06
232.99518105153717,8.549551616326153e-10,5.4996569560141015,1.1047941029069808e-10,1.1094530243272813e-10,3.85975448302924e-11,4.5596170041205436e-11,9.318044794775358e-06,0.0005406819552052244,0.0002875437349096455,0.02722177430988513,0.0027441754725213087,1.3324544288334212e-10,1.3265821298790523e-10,9.231017565137898e-11,0.00047543293790175824,0.0003430436276848274,6.237163379972024e-05,6.23735789909029e-05,119.44455274153007,1.161699891433288,3.793074740821557e-06
281.1768697974228,1.4902770334520945e-09,5.49950031966816,1.4115497501464868e-10,2.0697233025466159e-10,7.291211862374136e-11,5.471522481950727e-11,1.1241891812057666e-05,0.0005387581081879421,0.0004164829528425219,0.027094758938969538,0.0027429725432775907,1.7186326951498578e-10,2.4905845357529897e-10,1.7550146403038786e-10,0.0006992020337314291,0.0004996797354179502,9.085096942549534e-05,9.085509662474546e-05,120.1200287001707,1.1663149464125706,6.702085821651778e-06
