time (s),D,M,Pn,PnD,PnDPn,R,CuI,CuII,PnX,RX,M1_Pn,M1_PnD,M1_PnDPn,M2_total,M1_PnX,conversion,ln([M]0/[M]),Mn,Mw/Mn,Tmol% (%),,Cu,M,X,radical,slope,"Mn,th"
5510.204082,6.79E-07,4.504443949,1.65E-09,3.11E-07,1.43E-06,1.75E-20,0.002746143,0.002753857,0.027496143,4.03E-13,6.02E-08,5.77E-06,5.70E-05,37.83638853,0.995493269,0.181010191,0.199683639,3116.872767,1.049729962,0.01401881,,0.0055,5.5,0.03575,1.64515E-09,3.62144E-05,3116.633472
5689.866029,6.79E-07,4.475249833,1.65E-09,3.21E-07,1.48E-06,1.42E-20,0.002746036,0.002753964,0.027496036,3.20E-13,6.19E-08,6.13E-06,6.06E-05,40.03159211,1.024683415,0.186318212,0.206185914,3208.278964,1.048251395,0.014407783,,0.0055,5.5,0.03575,1.64501E-09,3.62104E-05,3208.026979
5877.55102,6.79E-07,4.444956591,1.64E-09,3.31E-07,1.53E-06,6.02E-21,0.002745924,0.002754076,0.027495924,1.38E-13,6.37E-08,6.52E-06,6.44E-05,42.37484596,1.054972389,0.191826074,0.212977989,3303.126882,1.046803715,0.014814058,,0.0055,5.5,0.03575,1.64487E-09,3.62083E-05,3302.861347
6244.897959,6.79E-07,4.386264582,1.64E-09,3.51E-07,1.63E-06,3.48E-23,0.002745706,0.002754294,0.027495706,-4.04E-15,6.72E-08,7.31E-06,7.23E-05,47.10436528,1.113655696,0.202497349,0.22627012,3486.892258,1.044223121,0.01560904,,0.0055,5.5,0.03575,1.6446E-09,3.62023E-05,3486.59935
6612.244898,6.79E-07,4.328357155,1.64E-09,3.71E-07,1.73E-06,3.27E-21,0.002745487,0.002754513,0.027495487,8.56E-14,7.06E-08,8.14E-06,8.07E-05,52.01572157,1.171553961,0.213025972,0.239560032,3668.202571,1.041930569,0.016403757,,0.0055,5.5,0.03575,1.64432E-09,3.61973E-05,3667.881182
6866.48845,6.79E-07,4.288732829,1.64E-09,3.85E-07,1.80E-06,1.02E-20,0.002745336,0.002754664,0.027495336,2.68E-13,7.30E-08,8.74E-06,8.67E-05,55.51668386,1.211171681,0.220230395,0.248756781,3792.268674,1.040488248,0.016953631,,0.0055,5.5,0.03575,1.64413E-09,3.61941E-05,3791.926937
6979.591837,6.79E-07,4.271223693,1.64E-09,3.91E-07,1.83E-06,1.06E-20,0.002745269,0.002754731,0.027495269,2.49E-13,7.40E-08,9.01E-06,8.94E-05,57.09999235,1.228677808,0.223413874,0.252847727,3847.091037,1.039880575,0.017198209,,0.0055,5.5,0.03575,1.64405E-09,3.61902E-05,3846.740082
7346.938776,6.79E-07,4.214853722,1.64E-09,4.11E-07,1.93E-06,1.12E-20,0.00274505,0.00275495,0.02749505,2.61E-13,7.74E-08,9.93E-06,9.86E-05,62.34854793,1.285037718,0.23366296,0.266133205,4023.590419,1.038036735,0.017992395,,0.0055,5.5,0.03575,1.64377E-09,3.61846E-05,4023.208838
7714.285714,6.79E-07,4.159236914,1.64E-09,4.30E-07,2.03E-06,4.12E-21,0.002744832,0.002755168,0.027494832,9.48E-14,8.07E-08,1.09E-05,0.0001081,67.75304487,1.340644024,0.243775107,0.279416469,4197.733029,1.036369603,0.018786317,,0.0055,5.5,0.03575,1.6435E-09,3.61811E-05,4197.319785
8081.632653,6.79E-07,4.104363081,1.64E-09,4.50E-07,2.13E-06,-1.24E-21,0.002744614,0.002755386,0.027494614,-2.34E-14,8.39E-08,1.19E-05,0.000118038,73.30541698,1.395506922,0.253752167,0.292697518,4369.550736,1.034855091,0.019579974,,0.0055,5.5,0.03575,1.64323E-09,3.61751E-05,4369.104814
8286.427729,6.79E-07,4.074089883,1.64E-09,4.61E-07,2.18E-06,-1.86E-21,0.002744492,0.002755508,0.027494492,-4.22E-14,8.57E-08,1.24E-05,0.000123748,76.46215497,1.425773837,0.259256385,0.300100712,4464.341007,1.034069504,0.020022322,,0.0055,5.5,0.03575,1.64307E-09,3.61704E-05,4463.876435
8448.979592,6.79E-07,4.050222174,1.64E-09,4.70E-07,2.23E-06,-1.18E-21,0.002744396,0.002755604,0.027494396,-3.23E-14,8.72E-08,1.29E-05,0.000128366,78.99786638,1.449636465,0.263595968,0.305976355,4539.074974,1.033473299,0.020373367,,0.0055,5.5,0.03575,1.64295E-09,3.61676E-05,4538.595382
8816.326531,6.79E-07,3.996804285,1.64E-09,4.90E-07,2.33E-06,5.30E-22,0.002744178,0.002755822,0.027494178,5.31E-15,9.03E-08,1.40E-05,0.000139077,84.82285505,1.503042569,0.273308312,0.319252979,4706.336745,1.032207634,0.021166496,,0.0055,5.5,0.03575,1.64268E-09,3.6163E-05,4705.822514
9183.673469,6.79E-07,3.944099635,1.64E-09,5.10E-07,2.43E-06,3.77E-21,0.00274396,0.00275604,0.02749396,7.76E-14,9.35E-08,1.51E-05,0.000150166,90.77309425,1.555735017,0.282890975,0.332527393,4871.366633,1.031044116,0.02195936,,0.0055,5.5,0.03575,1.6424E-09,3.6157E-05,4870.816814
9551.020408,6.79E-07,3.892098588,1.64E-09,5.30E-07,2.52E-06,3.50E-21,0.002743742,0.002756258,0.027493742,7.74E-14,9.65E-08,1.62E-05,0.000161628,96.84155205,1.607723453,0.292345711,0.345799597,5034.194792,1.029971046,0.02275196,,0.0055,5.5,0.03575,1.64213E-09,3.6151E-05,5033.608457
9918.367347,6.79E-07,3.840791632,1.64E-09,5.49E-07,2.62E-06,4.60E-21,0.002743524,0.002756476,0.027493524,1.01E-13,9.96E-08,1.74E-05,0.000173458,103.0214265,1.659017394,0.301674249,0.359069593,5194.850969,1.028978367,0.023544297,,0.0055,5.5,0.03575,1.64186E-09,3.61459E-05,5194.227214
10000,6.79E-07,3.8294834,1.64E-09,5.54E-07,2.65E-06,4.47E-21,0.002743475,0.002756525,0.027493475,9.82E-14,1.00E-07,1.77E-05,0.000176136,104.4091971,1.670322679,0.303730291,0.362018181,5230.260341,1.028767797,0.023720336,,0.0055,5.5,0.03575,1.6418E-09,3.61443E-05,5229.628149
10285.71429,6.79E-07,3.79016939,1.64E-09,5.69E-07,2.72E-06,3.25E-21,0.002743306,0.002756694,0.027493306,6.94E-14,1.03E-07,1.86E-05,0.00018565,109.3061468,1.709626222,0.310878293,0.37233738,5353.364507,1.028057463,0.02433637,,0.0055,5.5,0.03575,1.64158E-09,3.61389E-05,5352.702445
10653.06122,6.79E-07,3.74022261,1.64E-09,5.89E-07,2.82E-06,2.41E-21,0.002743088,0.002756912,0.027493088,5.17E-14,1.06E-07,1.99E-05,0.000198199,115.6893682,1.759559195,0.319959525,0.385602961,5509.764344,1.02720092,0.02512818,,0.0055,5.5,0.03575,1.64131E-09,3.61329E-05,5509.063109
11020.40816,6.79E-07,3.690942167,1.64E-09,6.09E-07,2.92E-06,-2.90E-22,0.00274287,0.00275713,0.02749287,8.03E-15,1.08E-07,2.12E-05,0.0002111,122.1649543,1.808825443,0.328919606,0.398866337,5664.079029,1.026402236,0.025919726,,0.0055,5.5,0.03575,1.64104E-09,3.61269E-05,5663.337775
11387.7551,6.79E-07,3.642319062,1.64E-09,6.29E-07,3.02E-06,-1.56E-21,0.002742653,0.002757347,0.027492653,-1.70E-14,1.11E-07,2.25E-05,0.000224348,128.7269895,1.857433972,0.33776017,0.412127508,5816.336715,1.025655836,0.026711009,,0.0055,5.5,0.03575,1.64077E-09,3.61222E-05,5815.554615
11755.10204,6.79E-07,3.594344418,1.64E-09,6.48E-07,3.12E-06,-1.88E-21,0.002742435,0.002757565,0.027492435,-3.18E-14,1.14E-07,2.39E-05,0.000237939,135.3697554,1.905393664,0.346482833,0.425386477,5966.565173,1.024956779,0.02750203,,0.0055,5.5,0.03575,1.64049E-09,3.61179E-05,5965.74142
12122.44898,6.79E-07,3.54700948,1.64E-09,6.68E-07,3.22E-06,-1.16E-21,0.002742218,0.002757782,0.027492218,-2.39E-14,1.17E-07,2.53E-05,0.000251867,142.0877395,1.952713279,0.355089186,0.438643244,6114.791793,1.02430078,0.028292788,,0.0055,5.5,0.03575,1.64022E-09,3.61119E-05,6113.925597
12489.79592,6.79E-07,3.500305612,1.64E-09,6.88E-07,3.32E-06,1.52E-22,0.002742,0.002758,0.027492,-1.82E-15,1.20E-07,2.67E-05,0.000266127,148.875619,1.999401457,0.363580798,0.45189781,6261.043588,1.023684042,0.029083283,,0.0055,5.5,0.03575,1.63995E-09,3.61059E-05,6260.134178
12857.14286,6.79E-07,3.454224297,1.64E-09,7.08E-07,3.41E-06,6.79E-22,0.002741783,0.002758217,0.027491783,1.16E-14,1.22E-07,2.81E-05,0.000280716,155.7282596,2.045466722,0.371959219,0.465150176,6405.347205,1.023103207,0.029873516,,0.0055,5.5,0.03575,1.63968E-09,3.60999E-05,6404.393827
13224.4898,6.79E-07,3.408757135,1.64E-09,7.27E-07,3.51E-06,2.38E-21,0.002741566,0.002758434,0.027491566,4.64E-14,1.25E-07,2.96E-05,0.000295627,162.6407065,2.090917478,0.380225975,0.478400344,6547.728926,1.022555282,0.030663486,,0.0055,5.5,0.03575,1.6394E-09,3.60939E-05,6546.730844
13591.83673,6.79E-07,3.36389584,1.64E-09,7.47E-07,3.61E-06,4.28E-21,0.002741349,0.002758651,0.027491349,8.43E-14,1.28E-07,3.12E-05,0.000310858,169.6081817,2.135762018,0.388382575,0.491648314,6688.214674,1.022037606,0.031453195,,0.0055,5.5,0.03575,1.63913E-09,3.60902E-05,6687.17117
13959.18367,6.79E-07,3.319632238,1.64E-09,7.67E-07,3.71E-06,4.41E-21,0.002741132,0.002758868,0.027491132,8.89E-14,1.30E-07,3.27E-05,0.000326402,176.6260771,2.180008518,0.396430502,0.504894087,6826.830017,1.021547792,0.032242641,,0.0055,5.5,0.03575,1.63886E-09,3.60849E-05,6825.740388
14326.53061,6.79E-07,3.275958268,1.64E-09,7.87E-07,3.81E-06,2.76E-21,0.002740915,0.002759085,0.027490915,5.97E-14,1.33E-07,3.43E-05,0.000342257,183.6899505,2.223665046,0.404371224,0.518137665,6963.600174,1.021083705,0.033031827,,0.0055,5.5,0.03575,1.63859E-09,3.60789E-05,6962.463735
14693.87755,6.79E-07,3.232865979,1.64E-09,8.06E-07,3.91E-06,2.17E-21,0.002740698,0.002759302,0.027490698,5.02E-14,1.36E-07,3.59E-05,0.000358416,190.7955221,2.266739556,0.412206186,0.531379048,7098.55002,1.020643431,0.03382075,,0.0055,5.5,0.03575,1.63832E-09,3.60729E-05,7097.366103
15061.22449,6.79E-07,3.190347529,1.64E-09,8.26E-07,4.01E-06,1.30E-21,0.002740481,0.002759519,0.027490481,3.24E-14,1.38E-07,3.76E-05,0.000374877,197.9386594,2.309239898,0.419936813,0.544618238,7231.704095,1.020225202,0.034609412,,0.0055,5.5,0.03575,1.63805E-09,3.60669E-05,7230.472045
15428.57143,6.79E-07,3.14839518,1.64E-09,8.46E-07,4.11E-06,5.81E-22,0.002740264,0.002759736,0.027490264,1.26E-14,1.40E-07,3.92E-05,0.000391634,205.1153792,2.351173811,0.427564513,0.557855236,7363.086601,1.019827414,0.035397813,,0.0055,5.5,0.03575,1.63778E-09,3.60609E-05,7361.805781
15795.91837,6.79E-07,3.107001304,1.64E-09,8.65E-07,4.20E-06,-5.01E-22,0.002740047,0.002759953,0.027490047,-1.19E-14,1.43E-07,4.09E-05,0.000408684,212.321866,2.39254893,0.435090672,0.571090042,7492.721403,1.019448717,0.036185953,,0.0055,5.5,0.03575,1.6375E-09,3.6055E-05,7491.391191
16163.26531,6.79E-07,3.066158374,1.64E-09,8.85E-07,4.30E-06,-1.18E-21,0.002739831,0.002760169,0.027489831,-2.82E-14,1.45E-07,4.27E-05,0.000426022,219.5544197,2.433372786,0.442516659,0.584322658,7620.632052,1.019087757,0.036973833,,0.0055,5.5,0.03575,1.63723E-09,3.6049E-05,7619.25184
16530.61224,6.79E-07,3.025858965,1.64E-09,9.05E-07,4.40E-06,-8.90E-22,0.002739614,0.002760386,0.027489614,-2.32E-14,1.48E-07,4.44E-05,0.000443644,226.8094819,2.473652808,0.449843825,0.597553086,7746.841776,1.018743325,0.037761451,,0.0055,5.5,0.03575,1.63696E-09,3.6043E-05,7745.410971
16897.95918,6.79E-07,2.986095756,1.64E-09,9.24E-07,4.50E-06,-1.52E-23,0.002739397,0.002760603,0.027489397,-5.97E-15,1.50E-07,4.62E-05,0.000461546,234.0836382,2.513396322,0.457073499,0.610781325,7871.37348,1.018414365,0.03854881,,0.0055,5.5,0.03575,1.63669E-09,3.6037E-05,7869.891504
17265.30612,6.79E-07,2.946861526,1.64E-09,9.44E-07,4.60E-06,8.68E-22,0.002739181,0.002760819,0.027489181,1.03E-14,1.52E-07,4.80E-05,0.000479725,241.3736032,2.552610553,0.464206995,0.624007378,7994.249758,1.018099909,0.039335908,,0.0055,5.5,0.03575,1.63642E-09,3.60311E-05,7992.716046
17632.65306,6.79E-07,2.908149148,1.64E-09,9.64E-07,4.70E-06,1.92E-21,0.002738965,0.002761035,0.027488965,3.00E-14,1.55E-07,4.99E-05,0.000498176,248.6762031,2.591302632,0.471245609,0.637231245,8115.492901,1.017799017,0.040122745,,0.0055,5.5,0.03575,1.63615E-09,3.60251E-05,8113.906903
18000,6.79E-07,2.869951597,1.64E-09,9.83E-07,4.79E-06,2.83E-21,0.002738748,0.002761252,0.027488748,4.70E-14,1.57E-07,5.18E-05,0.000516895,255.9883911,2.62947959,0.478190619,0.650452928,8235.124894,1.017510846,0.040909323,,0.0055,5.5,0.03575,1.63588E-09,3.60192E-05,8233.486073
