M + R -> Pn; 33100
M + Pn -> Pn; 33100
2 R -> 2 D; 2.5e+09
Pn + R -> D + PnD; 1e+08
2 Pn -> 2 PnD; 1e+07
2 Pn -> PnDPn; 1e+08
CuI + RX -> CuII + R; 1000
CuII + R -> CuI + RX; 1e+08
CuI + PnX -> CuII + Pn; 1000
CuII + Pn -> CuI + PnX; 1e+08
TI -> 2 R; 9.1e-06
The initiation efficiency of the thermal initiator is 0.8.
D:,dy_0/dt = 100000000.0*y_2*y_5 + 5000000000.0*y_5**2
M:,dy_1/dt = -33100*y_1*y_2 - 33100*y_1*y_5
Pn:,dy_2/dt = 33100*y_1*y_5 - 220000000.0*y_2**2 - 100000000.0*y_2*y_5 - 100000000.0*y_2*y_7 + 1000*y_6*y_8
PnD:,dy_3/dt = 20000000.0*y_2**2 + 100000000.0*y_2*y_5
PnDPn:,dy_4/dt = 100000000.0*y_2**2
R:,dy_5/dt = -33100*y_1*y_5 + 1.456e-5*y_10 - 100000000.0*y_2*y_5 - 5000000000.0*y_5**2 - 100000000.0*y_5*y_7 + 1000*y_6*y_9
CuI:,dy_6/dt = 100000000.0*y_2*y_7 + 100000000.0*y_5*y_7 - 1000*y_6*y_8 - 1000*y_6*y_9
CuII:,dy_7/dt = -100000000.0*y_2*y_7 - 100000000.0*y_5*y_7 + 1000*y_6*y_8 + 1000*y_6*y_9
PnX:,dy_8/dt = 100000000.0*y_2*y_7 - 1000*y_6*y_8
RX:,dy_9/dt = 100000000.0*y_5*y_7 - 1000*y_6*y_9
TI:,dy_10/dt = -9.1e-6*y_10
M1_Pn:,dy_11/dt = 33100*y_1*y_2 + 33100*y_1*y_5 - 220000000.0*y_11*y_2 - 100000000.0*y_11*y_5 - 100000000.0*y_11*y_7 + 1000*y_15*y_6
M1_PnD:,dy_12/dt = 20000000.0*y_11*y_2 + 100000000.0*y_11*y_5
M1_PnDPn:,dy_13/dt = 200000000.0*y_11*y_2
M2_total:,dy_14/dt = 66200*y_1*y_11 + 33100*y_1*y_2 + 33100*y_1*y_5 + 200000000.0*y_11**2
M1_PnX:,dy_15/dt = 100000000.0*y_11*y_7 - 1000*y_15*y_6
time (s),D,M,Pn,PnD,PnDPn,R,CuI,CuII,PnX,RX,TI,M1_Pn,M1_PnD,M1_PnDPn,M2_total,M1_PnX,conversion,ln([M]0/[M]),Mn,Mw/Mn,Tmol% (%)
232.99518105153717,7.56074927453294e-08,5.451161004766758,1.9338512593379417e-09,1.1677272458603649e-08,2.766350584902301e-08,3.5152239668831064e-10,4.531668912348871e-06,0.0005454683310876518,0.009281338056464798,0.018223193612447536,0.001377077146210686,1.161704220781995e-08,6.227122532445588e-08,2.967354002599168e-07,0.45921551434375396,0.04883862460957443,0.008879817315134986,0.008919477853029455,453.0090786768956,1.7868810104846422,0.0005185882796435603
281.1768697974228,1.0928355050925027e-07,5.429384285681753,2.3824784196195927e-09,1.9844656788509465e-08,5.016154428550584e-08,3.5037592518731973e-10,5.4102247381951725e-06,0.0005445897752618055,0.012343604273971595,0.015161805950766586,0.001376473494444747,1.6033395739981984e-08,1.1436333826670424e-07,5.839801596119173e-07,0.7194557704900403,0.07061499994135335,0.012839220785135875,0.012922355940681592,492.5037338390748,1.7809262042099536,0.0008343683486137143
293.8775510204082,1.1807604734544271e-07,5.423017498664331,2.5028116997774132e-09,2.244147629394365e-08,5.774058671677919e-08,3.4634140950405124e-10,5.6380864489074326e-06,0.0005443619135510933,0.013138507698533213,0.01436713038791568,0.0013763144160630716,1.736799127874117e-08,1.321130331330666e-07,6.875947968440129e-07,0.8019876013162115,0.07698166425984737,0.013996818424667106,0.01409569763487714,504.4242454165553,1.7780025962404273,0.0009309043529925266
339.3221771895326,1.477645819904231e-07,5.398153503421435,2.937593622566093e-09,3.331872084371273e-08,9.142880703692577e-08,3.2175084770650156e-10,6.4402168919400255e-06,0.0005435597831080607,0.01586711409785657,0.011639326119035356,0.0013757453642791787,2.278065414786786e-08,2.1210759562248713e-07,1.183507278396856e-06,1.1522084601435796,0.1018450781830373,0.01851754483246637,0.01869114095515762,552.5827998571677,1.7625453928050183,0.001323421516029045
409.49150623804235,1.848857036161871e-07,5.3536020402882585,3.6094744978952382e-09,5.514499912501232e-08,1.6692136814083424e-07,2.6303009795789523e-10,7.63477403461862e-06,0.0005423652259653821,0.019536692033937163,0.007970942740097445,0.0013748671750136044,3.3259688794646336e-08,3.9760832470514586e-07,2.469019331598314e-06,1.8908068006527576,0.14639505982439577,0.026617810856680277,0.026978479322283845,645.106896533396,1.7235867806784433,0.0020868125055377015
494.1713361323833,2.1360300434136947e-07,5.2905521788989525,4.3903490904726466e-09,8.988738784813097e-08,3.0311603418991997e-07,1.8251884624122582e-10,8.99269812619935e-06,0.0005410073018738014,0.022858902738795643,0.004650089959330549,0.001373808129090812,4.961458949885366e-08,7.545824891954641e-07,5.273497899667807e-06,3.1795002954458145,0.20944174340606672,0.03808142201837228,0.03882547017118744,788.7976803323295,1.656800076689035,0.003308081674797601
587.7551020408164,2.2971945954446396e-07,5.210293817363803,5.178523054686693e-09,1.39321389349903e-07,5.1851104194244e-07,1.0668883710205338e-10,1.0366771434429358e-05,0.0005396332285655714,0.02518204461104508,0.0023283221603893384,0.0013726386752630653,7.254184445813973e-08,1.3811240204619172e-06,1.0742178258972016e-05,5.232226642209905,0.28969398679207004,0.05267385138839939,0.05411184317579522,990.3941084302653,1.5699052575630423,0.0051129561191972615
596.3623316594643,2.3064876578473564e-07,5.202408338306338,5.246219152219336e-09,1.4446413877611288e-07,5.418968248215072e-07,1.0091463498053949e-10,1.0485879967218691e-05,0.0005395141200327822,0.025335936010091858,0.0021745498698753506,0.001372531166465497,7.490188219791649e-08,1.4538575453843973e-06,1.1403671907568179e-05,5.458811852405665,0.29757872926232537,0.05410757485339313,0.05562643188620014,1011.1711212008261,1.5617280743985353,0.005305114742559501
719.6856730011514,2.3834679525237562e-07,5.081375211015124,6.123245177860524e-09,2.2942979801120523e-07,9.432408791260578e-07,4.110943564604529e-11,1.2052828869044502e-05,0.0005379471711309561,0.026756555003746824,0.0007554978251222086,0.0013709917177655209,1.1305816967671884e-07,2.848003062069627e-06,2.4590532786396185e-05,9.495372562899767,0.41859723739085514,0.07611359799725018,0.07916615645385101,1346.8781906652857,1.4498112153842615,0.008560939460057078
868.511373751352,2.4107119913294006e-07,4.9191522019289415,6.966614655212589e-09,3.6007377461827254e-07,1.5851580521063937e-06,1.131219855495343e-11,1.360360675042378e-05,0.000536396393249577,0.027335066427062526,0.0001785371796878773,0.0013691362214029797,1.6847153765263422e-07,5.641642413683048e-06,5.2058195843089496e-05,16.55020329014113,0.5807899297612608,0.10560869055837427,0.11161189326354297,1829.2114301478866,1.3410031150596105,0.013714403919869092
881.6326530612246,2.411764336579278e-07,4.904199288982545,7.031007501071678e-09,3.7302659646726396e-07,1.6494332152920853e-06,1.0010827183715714e-11,1.3723487422108028e-05,0.0005362765125778927,0.027357642702083487,0.00015608078533860148,0.00136897275131179,1.7375950140153386e-07,5.958319238185357e-06,5.520106161958204e-05,17.29525933997686,0.5957393778770923,0.10832740200317369,0.1146562563832064,1874.7477254057994,1.3330177546821629,0.014229343493488592
