M + R -> Pn; 16000
M + Pn -> Pn; 16000
2 R -> 2 D; 2.5e+09
Pn + R -> D + PnD; 1e+08
2 Pn -> 2 PnD; 1e+07
2 Pn -> PnDPn; 1e+08
CuI + RX -> CuII + R; 300
CuII + R -> CuI + RX; 1e+08
CuI + PnX -> CuII + Pn; 300
CuII + Pn -> CuI + PnX; 1e+08
Cu0 + CuII -> 2 CuI; 0.0035
Cu0 + RX -> CuI + R; 0.0001
D:,dy_0/dt = 100000000.0*y_2*y_5 + 5000000000.0*y_5**2
M:,dy_1/dt = -16000*y_1*y_2 - 16000*y_1*y_5
Pn:,dy_2/dt = 16000*y_1*y_5 - 220000000.0*y_2**2 - 100000000.0*y_2*y_5 - 100000000.0*y_2*y_7 + 300*y_6*y_8
PnD:,dy_3/dt = 20000000.0*y_2**2 + 100000000.0*y_2*y_5
PnDPn:,dy_4/dt = 100000000.0*y_2**2
R:,dy_5/dt = -16000*y_1*y_5 + 0.0001*y_10*y_9 - 100000000.0*y_2*y_5 - 5000000000.0*y_5**2 - 100000000.0*y_5*y_7 + 300*y_6*y_9
CuI:,dy_6/dt = 0.007*y_10*y_7 + 0.0001*y_10*y_9 + 100000000.0*y_2*y_7 + 100000000.0*y_5*y_7 - 300*y_6*y_8 - 300*y_6*y_9
CuII:,dy_7/dt = -0.0035*y_10*y_7 - 100000000.0*y_2*y_7 - 100000000.0*y_5*y_7 + 300*y_6*y_8 + 300*y_6*y_9
PnX:,dy_8/dt = 100000000.0*y_2*y_7 - 300*y_6*y_8
RX:,dy_9/dt = -0.0001*y_10*y_9 + 100000000.0*y_5*y_7 - 300*y_6*y_9
Cu0:,dy_10/dt = -0.0035*y_10*y_7 - 0.0001*y_10*y_9
M1_Pn:,dy_11/dt = 16000*y_1*y_2 + 16000*y_1*y_5 - 220000000.0*y_11*y_2 - 100000000.0*y_11*y_5 - 100000000.0*y_11*y_7 + 300*y_15*y_6
M1_PnD:,dy_12/dt = 20000000.0*y_11*y_2 + 100000000.0*y_11*y_5
M1_PnDPn:,dy_13/dt = 200000000.0*y_11*y_2
M2_total:,dy_14/dt = 32000*y_1*y_11 + 16000*y_1*y_2 + 16000*y_1*y_5 + 200000000.0*y_11**2
M1_PnX:,dy_15/dt = 100000000.0*y_11*y_7 - 300*y_15*y_6
time (s),D,M,Pn,PnD,PnDPn,R,CuI,CuII,PnX,RX,Cu0,M1_Pn,M1_PnD,M1_PnDPn,M2_total,M1_PnX,conversion,ln([M]0/[M]),Mn,Mw/Mn,Tmol% (%)
159.98587196060572,7.489268074052462e-07,5.457889386197674,4.48291367753578e-09,5.689932052591505e-08,1.0012288536765109e-07,1.2030729607860313e-09,3.667524353802885e-05,0.0005321682571736385,0.01213457766434804,0.015364410577766647,0.02818115649928834,1.80362246369839e-08,1.9714597574907724e-07,7.038586265617038e-07,0.24394233184201225,0.042109694761505286,0.007656475236786617,0.007685936519374693,298.75407222299054,1.6693003071218824,0.0036584432678780487
184.20699693267164,9.280683288919806e-07,5.445164467722063,5.224224874873836e-09,8.206649309171775e-08,1.5731715328092917e-07,1.1270286229171708e-09,4.0820848695424585e-05,0.0005302551358433096,0.014603168464343631,0.012895500415274316,0.028178924015461265,2.3098689418583063e-08,3.034835849990051e-07,1.1876288864440607e-06,0.3433148265704816,0.054834018066782265,0.009970096777806732,0.01002013103472887,323.2662768945152,1.6673347529901528,0.004817342285620206
212.09508879201903,1.1034841584202681e-06,5.42889162816105,6.052785271686054e-09,1.1659788922795584e-07,2.4623351526770206e-07,1.0000431897483127e-09,4.516293279839664e-05,0.000528278334554124,0.017189481132527308,0.010308799265566038,0.028176558732647478,2.9832500131974866e-08,4.6501159300873997e-07,2.0204483639684763e-06,0.48760927279733796,0.07110585654649863,0.012928794879809014,0.013013099171918016,356.1240921626317,1.6576871611690707,0.006227451193395011
244.205309454865,1.257758512419974e-06,5.408222346845047,6.953102980807023e-09,1.629524249162742e-07,3.8246996207201075e-07,8.305800708118951e-10,4.965541797064898e-05,0.000526269008286941,0.019740058232245096,0.0077577483332103596,0.028174075573742408,3.8774575127418916e-08,7.085916444608803e-07,3.454177000161827e-06,0.698683722471188,0.09177345161173908,0.016686846028173233,0.016827639911530703,400.24791112661643,1.637447223082237,0.007947821314473708
281.1768697974231,1.3775973058150128e-06,5.382155682615676,7.900141926941933e-09,2.2396168437861861e-07,5.871268946191513e-07,6.368248396172285e-10,5.4255702645615446e-05,0.0005242643235502914,0.022077597863840892,0.005419617786412899,0.02817147997380409,5.060554855455243e-08,1.0741866938917111e-06,5.9106183444988705e-06,1.00914173564786,0.11783728197374248,0.021426239524422543,0.021659113816275256,459.50836744163007,1.6043636238058663,0.01009386465247976
293.8775510204082,1.4071024395051797e-06,5.372695052803109,8.20182173935909e-09,2.4662402410098793e-07,6.694809040731904e-07,5.749721664380433e-10,5.571457442622391e-05,0.0005236434453197174,0.022739229868429255,0.004757768666505077,0.028170641980254055,5.503862926213537e-08,1.2228106176273588e-06,6.990963966012326e-06,1.1340174776923015,0.1272966783836842,0.023146354035798403,0.02341843758292468,481.95288474089756,1.5911920147775582,0.010882502806372905
323.74575428176433,1.4587083200977787e-06,5.349519035128215,8.86430461586778e-09,3.03118536706683e-07,8.8734516631896e-07,4.435870853668239e-10,5.893666379184165e-05,0.0005223045806446508,0.024039183202556515,0.0034572709723623327,0.028168758755563503,6.618737945513267e-08,1.6233020936511922e-06,1.0081972328218436e-05,1.4673555237251323,0.15046919340998993,0.02736017543123365,0.02774143534778962,538.881036911186,1.5578067837153826,0.012860062507063208
372.7593720314938,1.5062975940138844e-06,5.308940168326109,9.820334939669061e-09,4.051762360277112e-07,1.3166640689151286e-06,2.7551050819110035e-10,6.369933100641664e-05,0.0005204277834034508,0.025520746924417824,0.001974698177768847,0.028165872885590127,8.662338826057849e-08,2.454578962980003e-06,1.708458304102537e-05,2.1447249915177733,0.1910402058885059,0.03473815121343468,0.03535586855797593,644.4648725627704,1.499531796024579,0.016526552610443102
429.1934260128778,1.5307469045625782e-06,5.258806282648899,1.07561902121835e-08,5.370033052376349e-07,1.915898950318677e-06,1.4922415027373284e-10,6.857836748311468e-05,0.0005186660430208414,0.026507720392969395,0.0009863691535057987,0.02816275558949604,1.133456269300524e-07,3.7310518555073165e-06,2.8700197211548757e-05,3.1462060545540633,0.24116117275641222,0.04385340315474567,0.0448440337063305,783.2600138303401,1.4337318176216407,0.021452902219772974
440.8163265306123,1.5336431791060443e-06,5.248075377784787,1.0931414348304008e-08,5.66100882513046e-07,2.052584330404369e-06,1.3053755018265763e-10,6.952090559259356e-05,0.0005183475345408641,0.02664390390734163,0.0008498801179840405,0.02816213155986654,1.1926431238011807e-07,4.043099737366532e-06,3.163195400707487e-05,3.3841954876874136,0.2518888278971623,0.04580447676640243,0.04688667755481931,813.9216572766929,1.4208719126122786,0.022563318990646647
494.1713361323833,1.542031520673918e-06,5.197213789278246,1.1676171956544717e-08,7.084931225303081e-07,2.7354853044134e-06,6.859887126136076e-11,7.3631992989842e-05,0.0005170506235165048,0.027073508481813013,0.00041875827816412295,0.028159317383493646,1.4821565848536622e-07,5.724417409196376e-06,4.776470564379891e-05,4.625478676028729,0.3027325733830472,0.05505203831304619,0.056625420002569656,962.6952545238345,1.3661062145939908,0.028078164552840092
568.9866029018293,1.5467998227012117e-06,5.121926754770542,1.2595303813823183e-08,9.333219114242848e-07,3.839707450283246e-06,2.5885522086513677e-11,7.891626524204658e-05,0.000515627946290986,0.027343863275763335,0.0001459645664126284,0.028155455788466965,1.93599621792462e-07,8.882463502298145e-06,7.879454288380728e-05,6.806168990158506,0.377985374623456,0.06874059004171959,0.07121740468623233,1190.1255451523832,1.3022270537745644,0.03694376958069814
587.7551020408164,1.547393426708015e-06,5.102391509093665,1.2808451248017394e-08,9.944338509732956e-07,4.142545391773799e-06,2.002979451228941e-11,8.016892175866647e-05,0.0005153354123917972,0.027378264455708592,0.00011089579774912128,0.02815449566584953,2.0582907824501474e-07,9.843220127809085e-06,8.83166161262788e-05,7.438947376564456,0.3975101252410087,0.07229245289206093,0.07503873906664268,1250.030937627632,1.2885099674723954,0.039370611131741486
655.1285568595509,1.5485988604605964e-06,5.030374271557372,1.3527881464580711e-08,1.2294875917216899e-06,5.312090630338884e-06,7.696424857798168e-12,8.445559326934064e-05,0.0005144801050106987,0.02744651116802455,4.007302868468831e-05,0.028151064301719955,2.523674161648157e-07,1.3927428582860469e-05,0.00012896224976189247,10.00992015131526,0.4694825863968735,0.08538649608047777,0.08925370303061643,1472.6981153186284,1.2459990414480047,0.04873551895585474
734.6938775510205,1.5491052708067245e-06,4.941989731371033,1.4298720089234714e-08,1.5383992964877867e-06,6.85416233150544e-06,2.3290549701288344e-12,8.913191429231948e-05,0.0005138391079935591,0.027471828051629187,1.1361818091344454e-05,0.028147028977714112,3.12259538238894e-07,2.0187599890617553e-05,0.00019146478213921057,13.677347298619946,0.557798303987407,0.10145641247799407,0.10698006250277095,1748.1329464665507,1.207085223944971,0.06107574265565597
754.3120063354615,1.5491623405520604e-06,4.91971729027902,1.4477060123472589e-08,1.619684703332178e-06,7.2603060099436445e-06,1.7173564830289226e-12,9.022511106735514e-05,0.0005137394133869423,0.027474043028185534,8.2530339731894e-06,0.028146035475545693,3.2777716657530184e-07,2.1995453783381807e-05,0.00020953072891158724,14.690548159193051,0.580050855761127,0.1055059472219964,0.11149702471057607,1817.7292178910914,1.1990074749416648,0.06432530568644192
868.511373751352,1.5492967944258851e-06,4.787002949034994,1.54308804090959e-08,2.131538437141788e-06,9.818904671855405e-06,2.719780700065764e-13,9.615218106888308e-05,0.0005135909473293863,0.027475459609542358,1.2063147299567465e-06,0.02814025687160173,4.232272975679588e-07,3.482771183010787e-05,0.0003378206829205937,21.470893817918615,0.7126239793429691,0.12963582744818292,0.13884356577748172,2233.0907692447386,1.1609371853745172,0.08479507118283085
881.6326530612246,1.549301760788267e-06,4.77146934822011,1.5531684615662696e-08,2.1944403721557575e-06,1.0133389534765578e-05,2.185560728606483e-13,9.678775671774857e-05,0.0005136191481939444,0.027475012790937864,9.611559564751991e-07,0.028139593095088306,4.3469443263218073e-07,3.657059217065294e-05,0.00035524811185803023,22.347689418019833,0.7281383983814383,0.1324601185054345,0.14209379531344613,2281.747413745329,1.1573639192840204,0.08731098619081884
1000.0,1.549319431141396e-06,4.629406700503307,1.636510977783956e-08,2.79757413752164e-06,1.3148970044504199e-05,2.875401626531899e-14,0.00010213316059897793,0.0005142640190986082,0.027469221038086182,1.177631175969012e-07,0.028133602820302417,5.418795743932992e-07,5.5017375352394354e-05,0.000539710688868679,31.175309012489578,0.8699980295529054,0.1582896908175805,0.17231937479111686,2726.9010568444914,1.1305213650142834,0.11143575875516885
1028.5714285714287,1.549320493557905e-06,4.594710282019639,1.654682782019573e-08,2.952330336343819e-06,1.3922745726904977e-05,1.7386462347264868e-14,0.00010332493162873088,0.0005145193787500884,0.02746756622221688,7.008865418620381e-08,0.02813215568962118,5.686052683825644e-07,6.023878401792218e-05,0.0005919244176601568,33.55291471100895,0.9046369861734219,0.16459813054188385,0.17984238912157063,2835.653235735973,1.125232459778586,0.11762597194076972
1175.5102040816328,1.5493220094028119e-06,4.414955428291759,1.737379235784801e-08,3.7992828841144616e-06,1.815750088674416e-05,1.2226432494588963e-15,0.00010891859261539528,0.0005163811939225891,0.027458314445070128,4.574469261717828e-09,0.028124700213462,7.096738259985366e-07,9.21292605957186e-05,0.0009108286326828852,47.264193290578305,1.0840409041411463,0.19728083121968013,0.21975035375061724,3399.217836795613,1.1032104880682403,0.1515040242436567
1322.4489795918369,1.5493221176913644e-06,4.2348046004083315,1.8042768426178963e-08,4.7221840568410004e-06,2.277200620893511e-05,7.867233103495139e-17,0.0001137388374972397,0.0005190473619318299,0.02744816616252884,2.7611022460808116e-10,0.028117213800570914,8.542600807094558e-07,0.00013286590760521513,0.0013181950564490473,63.35050388798771,1.2637434843675437,0.2300355271984852,0.261410904417666,3964.2577840202116,1.087384879542132,0.18842006760873667
1469.387755102041,1.5493221247466525e-06,4.056257804176443,1.8582860381726757e-08,5.708833950507344e-06,2.7705255641990425e-05,5.0408555800741305e-18,0.00011794093764515473,0.0005223731562872331,0.027437312733150455,1.662988977204593e-11,0.028109685906067595,9.99554128501273e-07,0.00018279680480662685,0.0018175040249895304,81.61170652841807,1.441740895439643,0.2624985810588285,0.3044872667819838,4524.513761941736,1.0755821936719439,0.2278860631244904
1616.326530612245,1.5493221252106838e-06,3.880795861948967,1.9020185574023244e-08,6.748567124466191e-06,3.290392150946447e-05,-3.940818706649826e-19,0.0001216593181811835,0.000526232717136498,0.027425875246525486,1.0203019338291864e-12,0.028102107964682297,1.1435391726307886e-06,0.00024205236491770882,0.002410059625837594,101.80802771280385,1.616550882521115,0.29440075237291513,0.34870784057826903,5075.35078352976,1.066515233233964,0.2694753900676575
1763.2653061224491,1.549322125371455e-06,3.709474294896718,1.937698501841132e-08,7.83245332598057e-06,3.8323352516232424e-05,9.169695378955655e-20,0.00012500596346897927,0.0005305209469999273,0.02741395214225908,2.7205418427613306e-13,0.02809447308953108,1.2848636152892726e-06,0.000310606293703998,0.003095598913491948,123.6830789829935,1.7871182150324811,0.32555012820059676,0.39385792514815776,5613.461151417187,1.0593798649974957,0.31283083812297047
1910.2040816326532,1.5493221253956214e-06,3.54301372374551,1.9671506946443934e-08,8.953243487890863e-06,4.392730332566305e-05,1.9520316667888042e-19,0.0001280716079196178,0.0005351526179259913,0.02740162315618978,3.862349180044295e-14,0.02808677577415439,1.422687850811084e-06,0.00038832862873667954,0.0038728222637850153,146.9800636561797,1.9527237026741284,0.35581568659172547,0.43977039288093545,6136.582530482711,1.0536509897977802,0.3576624445985912
2057.1428571428573,1.549322125384626e-06,3.3818789352010015,1.9918331169242986e-08,1.010518471500688e-05,4.9687009461298126e-05,-2.799911365148103e-19,0.0001309283168075477,0.0005400600636433307,0.027388951555765123,1.4068917805644325e-13,0.02807901161954913,1.5565433705819197e-06,0.0004750271155637624,0.004739807132069979,171.45222052529073,2.1129046740080057,0.3851129208725452,0.48631663920908474,6643.251574908596,1.0489730813199276,0.40374009368359187
2204.081632653061,1.5493221254765217e-06,3.2263436397691647,2.01288820118503e-08,1.1283788798225143e-05,5.558002987692994e-05,3.115868192068473e-19,0.00013363250065369348,0.0005451903994529623,0.02737598669993901,5.01392292203329e-13,0.02807117709989335,1.686213099576878e-06,0.0005704769596128845,0.005694305572393362,196.86890101621088,2.267389891485741,0.4133920654965155,0.533398596271342,7132.602072375813,1.0450979675767744,0.4508842570093147
2351.0204081632655,1.5493221255051605e-06,3.076542105374114,2.0311995874923537e-08,1.248559616829988e-05,6.158906672716044e-05,8.588594705226604e-20,0.00013622790357283417,0.0005505027300856095,0.027362766636337865,-8.188846235213317e-14,0.028063269366341563,1.8116478750805019e-06,0.0006744409956592503,0.006733945932827738,223.01858990221953,2.416047696049535,0.4406287081137974,0.5809418190052418,7604.203902933032,1.0418484284517313,0.498956551811367
2497.95918367347,1.5493221254999161e-06,2.9325078493246908,2.047443824852611e-08,1.3707967152769849e-05,6.770092164953651e-05,2.97589412304321e-20,0.00013874820816600582,0.0005559656994248314,0.02734932039281779,1.665995555098261e-13,0.028055286092409173,1.9328994513183903e-06,0.000786682081772801,0.007856356793963444,249.70985938017657,2.5588471789001326,0.466816754668238,0.6288901140299529,8057.942317191662,1.0390946749365817,0.5478513911903373
2644.8979591836737,1.5493221255100829e-06,2.794202927432473,2.062135222865343e-08,1.4948904099557021e-05,7.390560638342153e-05,-3.513870635212218e-20,0.0001412192372991877,0.0005615554115225008,0.027335669939690947,-3.50989836269996e-14,0.02804722535117831,2.050082279362985e-06,0.0009069704640492623,0.009059240616717465,276.7711457834836,2.6958288114044926,0.4919631041031867,0.6772012043229292,8493.926494306486,1.0367398652468522,0.5974888690614916
2791.8367346938776,1.5493221255069266e-06,2.6615395242876625,2.0756629801748974e-08,1.6206906149066972e-05,8.019561663098706e-05,7.877559441956952e-21,0.00014366074225506006,0.0005672537379556666,0.02732183178182776,5.8795395426804186e-15,0.028039085519789262,2.163340652287974e-06,0.0010350875621948188,0.01034041159817712,304.0497758139642,2.827082813211325,0.5160837228567886,0.7258433683375304,8912.422100104463,1.0347103594025011,0.6478089510419929
2938.775510204082,1.5493221255077889e-06,2.5343957214333366,2.0883207982862743e-08,1.7480853870039154e-05,8.656535523584367e-05,2.518664859537341e-21,0.00014608781831950402,0.0005730469756778814,0.02730781823032402,7.51734435244825e-16,0.0280308652060026,2.27283127752125e-06,0.0011708275292496462,0.011697811268724038,331.4106969443523,2.9527333669374243,0.5392007779212116,0.7747928577989541,9313.802000001775,1.0329493558012597,0.6987668598808519
3085.7142857142862,1.5493221255076474e-06,2.412626899329273,2.1003295369883152e-08,1.8769919181541038e-05,9.301068179335378e-05,-1.063106493182825e-21,0.00014851200760711175,0.0005789248002910307,0.027293638391812668,-1.79343090266628e-15,0.02802256319210184,2.3787158160235488e-06,0.0013139974699598181,0.013129510675826132,358.7350516067535,3.0729272138091375,0.561340563758314,0.8240319386325446,9698.510597703687,1.0314124285069066,0.7503294723409317
3232.65306122449,1.5493221255075835e-06,2.296073996969947,2.1118552590444424e-08,2.0073495216597712e-05,9.95285619686375e-05,8.614718264633755e-22,0.0001509421564439006,0.0005848794516940546,0.027279298940166345,1.6936455450388209e-15,0.028014178391862033,2.4811519553698103e-06,0.0014644168928112176,0.014633704904340102,385.9186994695348,3.1878254000809583,0.5825320005509188,0.8735473856549896,10067.037981787955,1.0300643246794505,0.8024725137432012
3379.591836734694,1.5493221255078151e-06,2.184569377587058,2.123022733981442e-08,2.1391143133879216e-05,0.00010611680155504385,-1.5521658217954864e-22,0.0001533850649071793,0.0005909051168448322,0.027264804701403456,-2.622130671219632e-16,0.02800570981824798,2.580290179980497e-06,0.0016219168187253683,0.016208704163481254,412.8708572056805,3.2975974211405674,0.602805567711444,0.9233293643097771,10419.901552465977,1.0288768049562964,0.8551784304344536
3526.5306122448983,1.5493221255078245e-06,2.077940927257012,2.133925490063785e-08,2.2722552131842474e-05,0.0001127738465448601,5.931120359876025e-23,0.00015584597486172395,0.0005969974658701421,0.02725015909339812,-9.468913089069676e-17,0.027997156559268117,2.67627274464592e-06,0.001786338727149203,0.017852923247719574,439.5128171979451,3.4024171344953866,0.6221925586805432,0.9733706276569886,10757.633173974002,1.0278269931529302,0.9084347903529837
3673.4693877551026,1.5493221255078098e-06,1.9760151655164089,2.1446338519801032e-08,2.4067507135101713e-05,0.00011949862156115636,1.898456339581248e-24,0.00015832896419252525,0.0006031532772644762,0.027235364481278317,2.4477155233154846e-16,0.02798851775854298,2.769233488028125e-06,0.0019575334683845135,0.019564870660072693,465.77671467924716,3.502459661121657,0.6407245153606529,1.0236658180857185,11080.769409168763,1.0268961675889752,0.9622329904833535
3820.4081632653065,1.5493221255078763e-06,1.8786192514695785,2.1552005431005755e-08,2.542586627703367e-05,0.0001262904172708158,-1.1387841042186117e-22,0.00016083722144643028,0.0006093701767515981,0.027220422425050725,-3.093409406399797e-16,0.027979792601801962,2.859298064693735e-06,0.002135360320272232,0.021343139178949772,491.60447655275146,3.597899389733145,0.6584328633691675,1.074211025937941,11389.845217649783,1.026068903620111,1.0165673561606297
3967.3469387755104,1.549322125508009e-06,1.785582363314857,2.1656650657358114e-08,2.6797543865560197e-05,0.0001331488052134478,-1.8099982148852283e-22,0.00016337325361575488,0.0006156464397264551,0.0272053338669319,-4.850376825586319e-16,0.027970980306657813,2.946583729653032e-06,0.002319686105763742,0.02318639703386462,516.9468775480157,3.6889086069617942,0.6753486612154805,1.1250034762581695,11685.38961602628,1.0253324310214114,1.0714344597016865
4114.285714285715,1.5493221255081732e-06,1.696737019327897,2.176057359425538e-08,2.8182493524886054e-05,0.00014007355351007626,4.73137974268669e-22,0.0001659390917119058,0.0006219807957661514,0.027190099316755634,2.7895817009930106e-16,0.027962080112521995,3.0312019674809486e-06,0.002510384294800296,0.025093378924229814,541.7624900666063,3.775656186251114,0.6915023601222005,1.176041085981033,11967.921507832152,1.0246759710079452,1.1268324460747154
4261.224489795919,1.5493221255083543e-06,1.611919557820296,2.1864003442380047e-08,2.9580700208306594e-05,0.00014706458692717803,5.528647173667233e-22,0.00016853638817944727,0.0006283723360061118,0.027174718939807545,9.0597932707611e-16,0.027953091275814492,3.1132570740658715e-06,0.002707334429424615,0.027062880270472614,566.0169427622463,3.85830711422274,0.7069237167599461,1.2273223514957303,12237.948166657898,1.0240903834575736,1.182760713411531
4408.163265306122,1.54932212550839e-06,1.530970395988525,2.1967106754533126e-08,3.099217467316713e-05,0.00015412195925148056,-4.1688095594251324e-22,0.00017116648425854388,0.0006348204490749549,0.027159192617591935,-2.613814601735117e-16,0.027944013066666554,3.1928484901648132e-06,0.0029104216583358718,0.029093752559585167,589.6822951393227,3.93702223694507,0.7216417461839045,1.278846312138774,12495.964414611184,1.0235679490295735,1.2392196920059515
4555.102040816327,1.5493221255082768e-06,1.4537343797532614,2.2070008582585355e-08,3.241694678597142e-05,0.0001612458198155026,-8.31727712446962e-22,0.00017383049166974103,0.0006413247434407122,0.027143520021450238,-1.242141182250108e-15,0.027934844764889614,3.2700696472390343e-06,0.003119536206548431,0.031184898041711023,612.7363467971428,4.011957915928838,0.7356846582266797,1.3306124122411067,12742.451507229855,1.0231020910016861,1.296210576518127
4702.040816326531,1.549322125508501e-06,1.380061109150585,2.2172797087698606e-08,3.385505952352911e-05,0.00016843638350328997,2.0421981839369353e-22,0.0001765293656733718,0.000647884977889746,0.027127700678548573,-1.2215996455861239e-15,0.027925585656436974,3.3450120734524353e-06,0.0033345729418676807,0.03333526539490308,635.1619997092882,4.083265707500576,0.7490797983362573,1.382620312056553,12977.876092302646,1.0226871931128318,1.3537350860204276
4848.979591836735,1.5493221255087011e-06,1.3098049404917642,2.2275561158590842e-08,3.530656607754297e-05,0.00017569391627335825,-8.766073467759733e-23,0.00017926394050251702,0.0006545010279043124,0.027111734003689474,-3.49253041812459e-16,0.02791623503159329,3.4177549187599832e-06,0.003555431002823979,0.035543846004465626,656.9466801555385,4.151092364746033,0.7618536471833156,1.4348698665000947,13202.690190472547,1.0223183524874844,1.4117953481809753
4995.91836734694,1.5493221255086694e-06,1.24282513112903,2.237833795975963e-08,3.677152623568013e-05,0.0001830187170640442,-2.307400901437164e-23,0.00018203497336226625,0.0006611728437325888,0.027095619339172854,-4.1394733806676825e-17,0.02790679218290527,3.4883874091712848e-06,0.0037820135267561754,0.03780967124378765,678.0818261280699,4.215579695713025,0.7740317943401763,1.487360972527756,13417.33072304768,1.0219912979631511,1.4703937545064625
5142.857142857143,1.5493221255086778e-06,1.1789855286290103,2.2481173228157814e-08,3.8250008204472917e-05,0.00019041112690800809,2.072440144359572e-23,0.00018484312212646377,0.0006679004715964983,0.02707935593468078,3.376363336724543e-17,0.02789725640627717,3.556985113988457e-06,0.0040142276279104315,0.0401318122553302,698.5626160981199,4.2768648745026425,0.7856389947947254,1.5400937450341696,13622.220487342267,1.0217024199825226,1.5295330332581738
5289.795918367347,1.5493221255086827e-06,1.1181547494928021,2.2584096262611143e-08,3.97420837927876e-05,0.00019787150484958145,1.5603892366315157e-24,0.00018768900410580223,0.0006746839978040789,0.027062943000286315,1.773721884436515e-18,0.027887626998090248,3.6236239013079364e-06,0.004251983968936656,0.042509375665592423,718.3873934636579,4.335080267248775,0.7966991364558541,1.5930683107221015,13817.767572817636,1.0214485382446952,1.5892160567907605
5436.734693877552,1.5493221255086791e-06,1.0602058909316054,2.268712917796953e-08,4.124782833726946e-05,0.00020540022757199074,-6.1364411586318384e-24,0.00019057319676331675,0.000681523547986436,0.027046379707264114,-9.617962507907723e-18,0.027877903255250372,3.6883767524067732e-06,0.004495196575727379,0.044941501733499666,737.5572553407413,4.390353722382423,0.8072352925578898,1.6462849662480308,14004.366259670365,1.0212266890462627,1.649445838570035
5583.673469387755,1.5493221255086734e-06,1.0050164269663884,2.2790288186419293e-08,4.276731985074375e-05,0.00021299768513936216,1.376392474042708e-24,0.00019349624799320605,0.0006884192772751157,0.02702966519745688,7.63781920115073e-19,0.027868084474731804,3.7513142972109926e-06,0.004743782687973062,0.04742736285595651,756.0757232664073,4.442808676175394,0.8172697405515656,1.6997442056207808,14182.397334781148,1.021034093774594,1.7102254991090062
5730.6122448979595,1.5493221255086715e-06,0.9524686565499408,2.2893584582959642e-08,4.4300638732344325e-05,0.00022066427954736502,2.5999542748557487e-24,0.00019645867996455606,0.0006953713667864565,0.027012798586462865,4.7229667243608195e-18,0.027858169953249124,3.8125041804362184e-06,0.0049976630312543,0.04996616628876889,773.9487691143696,4.492563701625866,0.8268238806272834,1.7534461712703857,14352.226666809907,1.0208688116633018,1.7715582543730293
5877.551020408164,1.549322125508672e-06,0.902449098659532,2.299702648488822e-08,4.584786682205278e-05,0.00022840041999590735,-3.2228181034210504e-24,0.0001994610002163375,0.0007023800128749227,0.026995778974034174,-2.501405959110425e-18,0.027848158986908875,3.872011940280905e-06,0.00525676131990368,0.052557149175262684,791.184219703636,4.539733118833375,0.835918345698267,1.807391082981337,14514.207100958643,1.0207290207960529,1.833447377961368
6024.489795918368,1.549322125508672e-06,0.8548483264851608,2.31006195722603e-08,4.740908698319923e-05,0.0002362065208016396,-5.6097744790896104e-24,0.00020250370659611903,0.0007094454223678917,0.026978605448668473,-7.832664557819593e-18,0.027838050871036128,3.929901103548162e-06,0.005521004122097162,0.05519957719719751,807.7914430844022,4.584427162294456,0.8445730315481526,1.8615793139441084,14668.678971138279,1.0206128994745844,1.8958961844072257
6171.4285714285725,1.549322125508671e-06,0.8095609746745929,2.320436767766519e-08,4.898438300845252e-05,0.00024408300092790608,-4.802790049752437e-24,0.00020558728839060761,0.0007165678114835963,0.026961277088642585,-6.648833656080618e-18,0.02782784490012594,3.986233104744259e-06,0.0057903208669483576,0.05789274464570947,823.7812440626619,4.626751973579662,0.8528070955137104,1.916011277067315,14815.970066765574,1.0205188264782177,1.9589080254173576
6318.367346938776,1.5493221255086702e-06,0.7664856691222852,2.330827297889718e-08,5.0573839398408486e-05,0.0002520302828776859,-2.3075762402904836e-24,0.00020871222893530773,0.00072374740330864,0.02694379296444777,-3.1388717946929225e-18,0.027817540367756185,4.041067342000502e-06,0.006064643793911858,0.06063597391534448,839.1656529019161,4.6668096721011345,0.8606389692504937,1.970687369597128,14956.395843473505,1.0204453722501539,2.022486281015596
6465.30612244898,1.5493221255086694e-06,0.7255248933470861,2.341233643915968e-08,5.217754117516137e-05,0.00026004879176145027,3.6644427170070797e-25,0.00021187900775897269,0.0007309844257006611,0.026926152140840036,6.94767849349879e-19,0.027807136566540488,4.094461286241322e-06,0.006343907857773016,0.06342861455395606,853.9577390219983,4.704698489779918,0.8680863830278025,2.0256079874972492,15090.259834271208,1.0203912724122288,2.0866343520857114
6612.2448979591845,1.5493221255086694e-06,0.686584918290627,2.351655801148036e-08,5.379557377162627e-05,0.00026813895474377483,6.266492112886508e-25,0.00021508810185032787,0.0007382791100463173,0.026908353678057356,1.1490629425486254e-18,0.027796632788103473,4.146470512955361e-06,0.006628050683006088,0.06627004280628676,868.1714817680449,4.740512841749587,0.8751663784926133,2.0807734562252493,15217.853860716523,1.020355476990953,2.151355655944308
6759.183673469388,1.5493221255086692e-06,0.6495756061614678,2.362093707377539e-08,5.542802279765615e-05,0.0002763011998739242,-1.0637267405147267e-24,0.00021833998830287003,0.0007456316886527299,0.026890396634391977,-4.870760084382427e-19,0.027786028323044512,4.197148832562034e-06,0.006917012432630812,0.06915966030253401,881.8214980226256,4.774343523954556,0.8818953443342785,2.136184135169528,15339.458642052408,1.0203369585947213,2.2166536169855027
