time (s),D,M,Pn,PnD,PnDPn,R,CuI,CuII,PnX,RX,M1_Pn,M1_PnD,M1_PnDPn,M2_total,M1_PnX,conversion,ln([M]0/[M]),Mn,Mw/Mn,Tmol% (%)
1264.855217,3.59E-05,3.761616616,9.05E-08,0.002174525,0.001084124,-3.04E-21,0.0144212,0.0090788,0.0191212,5.05E-15,4.04E-06,0.042223767,0.042207759,42.59708684,0.853947817,0.199656039,0.222713693,4197.998128,1.082625346,18.63280801
1469.387755,3.59E-05,3.675092534,8.48E-08,0.002315571,0.001154647,1.85E-22,0.014139115,0.009360885,0.018839115,4.43E-16,4.17E-06,0.048842807,0.048826799,51.11812985,0.927233687,0.218065418,0.245984197,4599.570489,1.085660062,19.83319411
1526.417967,3.59E-05,3.65226301,8.34E-08,0.00235183,0.001172777,8.23E-23,0.014066597,0.009433403,0.018766597,2.00E-16,4.20E-06,0.050649824,0.050633816,53.50649995,0.946449146,0.222922764,0.252215531,4705.848836,1.086518523,20.14178611
1836.734694,3.59E-05,3.536372292,7.68E-08,0.002530369,0.001262046,-1.93E-24,0.013709525,0.009790475,0.018409525,-4.56E-18,4.35E-06,0.060206114,0.060190106,66.54652091,1.043227136,0.247580363,0.284461083,5247.379275,1.091163139,21.66126983
1842.069969,3.59E-05,3.534490609,7.67E-08,0.002533197,0.00126346,-2.13E-24,0.01370387,0.00979613,0.01840387,-5.08E-18,4.35E-06,0.060366511,0.060350503,66.7709886,1.044788022,0.247980721,0.284993319,5256.199426,1.091241907,21.68533405
2204.081633,3.59E-05,3.414184097,7.07E-08,0.002709716,0.00135172,2.78E-24,0.013350837,0.010149163,0.018050837,2.85E-19,4.48E-06,0.070965301,0.070949294,81.98172302,1.143896825,0.273577852,0.319623962,5821.901454,1.096463654,23.18762474
2222.996483,3.59E-05,3.408262922,7.05E-08,0.002718199,0.001355961,3.07E-24,0.013333872,0.010166128,0.018033872,1.53E-20,4.49E-06,0.071504343,0.071488335,82.77440733,1.148739911,0.274837676,0.321359754,5849.83337,1.09672893,23.2598205
2571.428571,3.59E-05,3.304718983,6.59E-08,0.002863727,0.001428725,-6.98E-25,0.013042821,0.010457179,0.017742821,-1.05E-18,4.58E-06,0.081193149,0.081177141,97.31430102,1.232906146,0.296868301,0.352211067,6339.613691,1.101470901,24.49835343
2682.695795,3.59E-05,3.273663492,6.46E-08,0.002906395,0.001450059,-2.28E-25,0.012957485,0.010542515,0.017657485,1.15E-18,4.61E-06,0.084195786,0.084179778,101.9275891,1.257956338,0.303475853,0.361652817,6486.998355,1.102927097,24.86148954
2938.77551,3.59E-05,3.20542199,6.20E-08,0.002998696,0.00149621,-1.98E-24,0.012772886,0.010727114,0.017472886,9.16E-19,4.66E-06,0.090950633,0.090934625,112.4794209,1.312688097,0.317995321,0.382718761,6811.641714,1.106174208,25.64703113
3237.457543,3.59E-05,3.13091108,5.92E-08,0.003097343,0.001545533,1.12E-24,0.012575594,0.010924406,0.017275594,3.46E-18,4.70E-06,0.098572853,0.098556845,124.6587512,1.371954517,0.333848706,0.406238467,7167.322797,1.109785619,26.48658103
3306.122449,3.59E-05,3.114480562,5.87E-08,0.003118815,0.001556269,5.68E-25,0.012532651,0.010967349,0.017232651,1.77E-18,4.71E-06,0.100288439,0.100272431,127.4378418,1.384953853,0.337344561,0.411500124,7245.923652,1.110590424,26.66932026
3673.469388,3.59E-05,3.030553495,5.58E-08,0.003227018,0.001610371,-2.06E-25,0.012316249,0.011183751,0.017016249,-6.21E-19,4.76E-06,0.109248916,0.109232908,142.1658815,1.450959921,0.355201384,0.438817234,7648.363282,1.114744166,27.5901943
3906.939937,3.59E-05,2.980379723,5.42E-08,0.003290596,0.00164216,-1.67E-25,0.012189095,0.011310905,0.016889095,-5.55E-19,4.78E-06,0.114764252,0.114748244,151.4000447,1.490102997,0.365876655,0.455511792,7889.704763,1.117258159,28.13128106
4040.816327,3.59E-05,2.952614327,5.34E-08,0.003325445,0.001659584,-8.08E-26,0.012119398,0.011380602,0.016819398,-1.22E-19,4.80E-06,0.117867771,0.117851763,156.6496822,1.511661344,0.371784186,0.464871518,8023.500422,1.118658969,28.42786648
4408.163265,3.59E-05,2.879859404,5.12E-08,0.003415698,0.001704711,-3.44E-26,0.011938892,0.011561108,0.016638892,1.70E-19,4.82E-06,0.126175354,0.126159346,170.8819072,1.567801074,0.387263957,0.489821034,8374.9033,1.122360015,29.1959852
4714.866363,3.59E-05,2.822615427,4.96E-08,0.003485698,0.001739711,-1.62E-26,0.011798894,0.011701106,0.016498894,5.52E-20,4.84E-06,0.132892035,0.132876028,182.5695697,1.611611669,0.399443526,0.509898597,8652.213658,1.125301125,29.79172896
4775.510204,3.59E-05,2.811643271,4.93E-08,0.00349902,0.001746371,-1.06E-25,0.011772252,0.011727748,0.016472252,1.43E-20,4.84E-06,0.134197759,0.134181751,184.8594894,1.619972375,0.401778027,0.513793402,8705.449566,1.125867664,29.90510055
5142.857143,3.59E-05,2.747439448,4.75E-08,0.003576384,0.001785054,2.03E-26,0.011617526,0.011882474,0.016317526,2.78E-19,4.86E-06,0.141957588,0.14194158,198.5822916,1.668656525,0.415438415,0.536893141,9017.494793,1.129200204,30.56351891
5510.204082,3.59E-05,2.686811736,4.60E-08,0.003648574,0.001821149,2.92E-26,0.011473146,0.012026854,0.016173146,-4.18E-20,4.87E-06,0.149474579,0.149458571,212.0521761,1.714250243,0.428337929,0.559207246,9312.997237,1.132373534,31.17790448
5689.866029,3.59E-05,2.658349337,4.52E-08,0.003682194,0.001837959,-1.09E-25,0.011405907,0.012094093,0.016105907,1.61E-19,4.88E-06,0.153067884,0.153051877,218.5488635,1.735526026,0.434393758,0.569857129,9452.005487,1.133871904,31.46403239
5877.55102,3.59E-05,2.629394168,4.45E-08,0.003716228,0.001854976,-4.07E-26,0.01133784,0.01216216,0.01603784,7.63E-19,4.88E-06,0.156766091,0.156750083,225.2723735,1.757084778,0.440554432,0.580809044,9593.605037,1.135401616,31.75368496
6244.897959,3.59E-05,2.574876233,4.32E-08,0.003779873,0.001886798,1.27E-25,0.011210552,0.012289448,0.015910552,5.99E-19,4.88E-06,0.163847493,0.163831485,238.2470448,1.797439905,0.452153993,0.601761041,9860.720731,1.138296697,32.29534134
6612.244898,3.59E-05,2.522992249,4.20E-08,0.003839947,0.001916835,-1.73E-26,0.011090405,0.012409595,0.015790405,-2.03E-19,4.89E-06,0.170732459,0.170716452,250.9809844,1.835553953,0.463193138,0.622116911,10115.54752,1.141070005,32.80660969
6866.48845,3.59E-05,2.488503403,4.13E-08,0.003879631,0.001936677,-5.33E-26,0.011011038,0.012488962,0.015711038,-5.63E-20,4.89E-06,0.175389058,0.17537305,259.6559961,1.860729603,0.470531191,0.635881022,10285.27251,1.142923385,33.14434491
6979.591837,3.59E-05,2.473512623,4.09E-08,0.003896821,0.001945272,-1.28E-26,0.010976658,0.012523342,0.015676658,1.67E-20,4.89E-06,0.177433237,0.177417229,263.4793898,1.871632025,0.473720719,0.641923254,10359.12791,1.143731434,33.29064313
7346.938776,3.59E-05,2.426236869,3.99E-08,0.003950811,0.001972267,-7.18E-26,0.010868678,0.012631322,0.015568678,3.86E-19,4.88E-06,0.183960862,0.183944854,275.7476893,1.90585253,0.48377939,0.661221065,10592.37486,1.146289095,33.75013725
7714.285714,3.59E-05,2.380989647,3.89E-08,0.00400219,0.001997957,3.33E-25,0.010765922,0.012734078,0.015465922,-5.47E-20,4.88E-06,0.190325293,0.190309285,287.7914485,1.938370893,0.493406458,0.680046289,10816.0885,1.148750746,34.18739934
8081.632653,3.59E-05,2.337616304,3.81E-08,0.00405119,0.002022457,-3.04E-25,0.010667922,0.012832078,0.015367922,-1.84E-21,4.88E-06,0.196535566,0.196519559,299.6162785,1.969323694,0.502634829,0.698430772,11030.97612,1.151123355,34.60442484
8286.427729,3.59E-05,2.314197885,3.76E-08,0.004077552,0.002035638,-2.11E-25,0.010615199,0.012884801,0.015315199,4.18E-19,4.87E-06,0.19993393,0.199917922,306.1156208,1.985945389,0.507617471,0.708499367,11147.17931,1.152409757,34.82878252
8448.979592,3.59E-05,2.295979517,3.72E-08,0.004098017,0.00204587,-7.75E-26,0.010574269,0.012925731,0.015274269,6.13E-19,4.87E-06,0.202599921,0.202583913,311.2277786,1.998831779,0.51149372,0.716402952,11237.66721,1.153413057,35.00295377
8816.326531,3.59E-05,2.255956739,3.64E-08,0.00414285,0.002068287,1.87E-25,0.010484603,0.013015397,0.015184603,2.88E-19,4.86E-06,0.208525891,0.208509883,322.6314879,2.027002623,0.520009205,0.733988351,11436.72474,1.155625281,35.38451266
9183.673469,3.59E-05,2.217438198,3.57E-08,0.004185848,0.002089786,2.83E-25,0.010398609,0.013101391,0.015098609,-8.76E-19,4.86E-06,0.214320388,0.214304381,333.8328583,2.053932177,0.528204639,0.751209944,11628.65403,1.157764965,35.75044652
9551.020408,3.59E-05,2.180325137,3.50E-08,0.004227149,0.002110436,-1.35E-25,0.010316008,0.013183992,0.015016008,-1.47E-18,4.85E-06,0.219989771,0.219973763,344.8372314,2.079706481,0.536101035,0.768088497,11813.91055,1.1598366,36.10194648
9918.367347,3.59E-05,2.144528333,3.43E-08,0.004266879,0.002130301,-7.94E-26,0.010236548,0.013263452,0.014936548,-7.54E-19,4.84E-06,0.225539903,0.225523895,355.6498194,2.10440303,0.543717376,0.784642872,11992.90657,1.16184425,36.44007311
10000,3.59E-05,2.136743948,3.42E-08,0.004275506,0.002134615,-1.49E-27,0.010219295,0.013280705,0.014919295,-6.03E-19,4.84E-06,0.226757626,0.226741618,358.0270854,2.109751973,0.545373628,0.788279358,12031.87164,1.162282081,36.51349367
10285.71429,3.59E-05,2.109966912,3.37E-08,0.004305149,0.002149436,1.61E-25,0.010160009,0.013339991,0.014860009,-6.50E-19,4.83E-06,0.23097621,0.230960202,366.2757008,2.128091847,0.55107087,0.800890243,12166.01646,1.16379165,36.7657742
